generation	param	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100	Hapl1	Hapl2	Hapl3	Hapl4	Hapl5	Hapl6	Hapl7	Hapl8	Hapl9	Hapl10	Hapl11	Hapl12	Hapl13	Hapl14	Hapl15	Hapl16	Hapl17	Hapl18	Hapl19	Hapl20	Hapl21	Hapl22	Hapl23	Hapl24	Hapl25	Hapl26	Hapl27	Hapl28	Hapl29	Hapl30	Hapl31	Hapl32	Hapl33	Hapl34	Hapl35	Hapl36	Hapl37	Hapl38	Hapl39	Hapl40	Hapl41	Hapl42	Hapl43	Hapl44	Hapl45	Hapl46	Hapl47	Hapl48	Hapl49	Hapl50	Hapl51	Hapl52	Hapl53	Hapl54	Hapl55	Hapl56	Hapl57	Hapl58	Hapl59	Hapl60	Hapl61	Hapl62	Hapl63	Hapl64	Hapl65	Hapl66	Hapl67	Hapl68	Hapl69	Hapl70	Hapl71	Hapl72	Hapl73	Hapl74	Hapl75	Hapl76	Hapl77	Hapl78	Hapl79	Hapl80	Hapl81	Hapl82	Hapl83	Hapl84	Hapl85	Hapl86	Hapl87	Hapl88	Hapl89	Hapl90	Hapl91	Hapl92	Hapl93	Hapl94	Hapl95	Hapl96	Hapl97	Hapl98	Hapl99	Hapl100
10	slope	0.00339101	-0.000321096	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00440277	0.0	0.0	0.0	-0.00962892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00379076	0.0	0.0	0.0	0.0	0.0	0.0	0.00187859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00536474	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00709544	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.000393676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	intercept	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.487322	0.5	0.500813	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.506606	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.499465	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.497351	0.5	0.5	0.50437	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.488288	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.480492	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.515481	0.5	0.5
1000	slope	0.0378124	0.0140092	0.0121509	0.0314425	0.0150442	-0.000614835	-0.00786481	0.00640884	-0.00820251	0.0141495	0.0202208	-0.00579567	0.00684268	0.012232	-0.0128736	0.00698754	0.0155244	0.0122855	0.001708	-0.000935666	0.00380901	0.0220774	0.0182205	-0.00395695	-0.0109019	0.0149409	0.000425169	0.0241288	-0.00079759	-0.000119883	0.0	0.0178028	-0.0113134	0.0107834	-0.00423386	0.0214325	-0.0027993	0.00988615	0.00706397	0.0136488	0.010519	0.0210198	0.0279677	-0.00657197	-0.00900058	0.00857049	-0.00685013	-0.00210205	0.000481762	0.0175451	0.023012	0.0187756	-0.0111023	0.000693318	0.00718994	0.00397479	-0.0110677	0.010283	-0.010189	0.0210198	0.00370011	0.0319227	0.00528906	-0.00263726	0.0160853	0.0188744	0.0120879	-0.00470345	0.0188051	-0.00913131	0.0020822	-0.00657197	-0.0202276	-0.0108223	-0.000668589	-0.00603444	0.00698754	-0.00595253	0.000270708	0.0136255	-0.00657197	-0.0138075	-0.00963555	0.00254963	0.0076633	-0.01124	0.014248	0.00646629	0.00655415	-0.0131439	0.0189802	0.00466891	0.00200259	0.0121622	0.025547	-0.0228417	0.000575972	-0.00657197	0.0156212	0.0196988	0.0	0.0	-0.00536321	-0.0131439	-0.0085861	0.0202938	0.00963766	-0.0131439	0.0	0.0	-0.0131439	0.00746595	-0.0131439	0.0208453	-0.00095558	-0.0171169	-0.0136215	0.0	0.0358134	-0.00400769	-0.0131439	0.0414238	0.0	0.0118748	-0.00743885	0.0243019	-0.00851401	0.0	0.0116227	0.0	-0.0131439	-0.0171169	0.0243019	0.0113191	0.032451	0.00115194	0.0	-0.0205402	-0.00743885	0.0420396	-0.01841	0.0200522	-0.00956561	0.00832241	0.0129548	0.0202938	0.0149771	0.00265825	-0.00948276	0.0	0.0215668	0.009243	0.0	0.0404416	-0.00973284	-0.0131439	0.00257746	0.0310266	-0.00400769	-0.0325394	0.0208453	0.00259209	-0.00686085	0.0113038	0.0218058	0.00115194	0.0405669	-0.00152163	0.0420396	0.0214033	-0.00536321	-0.0131439	0.0185957	0.0	0.0	-0.0131439	0.00115194	0.00952992	-0.0131439	-0.00420456	0.0344458	-0.0131439	0.032451	-0.00686085	-0.0131439	-0.0131439	0.0	-0.0131439	0.0127491	-0.00114858	-0.0139935	-0.0303684	0.024861	-0.0131439	0.0420396	-0.0192711	-0.0131439	-0.0131439	0.0138759	0.0129042
1000	intercept	0.381018	0.376215	0.383321	0.394766	0.391286	0.402938	0.361378	0.378187	0.354463	0.385962	0.397912	0.368206	0.380471	0.396355	0.370541	0.400184	0.388767	0.388599	0.387634	0.371616	0.363391	0.409848	0.411075	0.376698	0.361251	0.396241	0.396482	0.390151	0.363091	0.38097	0.3807	0.402629	0.356762	0.388765	0.359485	0.392162	0.403802	0.431271	0.377465	0.380823	0.409989	0.387791	0.399121	0.372833	0.385387	0.374253	0.370234	0.374185	0.398259	0.39905	0.38876	0.397158	0.363652	0.398573	0.393769	0.361043	0.360462	0.375517	0.382825	0.414136	0.380651	0.389405	0.400608	0.35667	0.393451	0.407331	0.412546	0.383595	0.382367	0.369201	0.389748	0.377346	0.386956	0.372529	0.384168	0.364039	0.391155	0.352446	0.37306	0.388972	0.361772	0.378852	0.391415	0.387899	0.408662	0.395299	0.380382	0.416774	0.400646	0.354006	0.384779	0.392225	0.381513	0.401777	0.404063	0.359112	0.396359	0.364591	0.418133	0.411486	0.374315	0.374315	0.376918	0.349433	0.378462	0.418653	0.42306	0.343618	0.388563	0.378462	0.359493	0.400211	0.359493	0.378869	0.42739	0.406157	0.351159	0.369068	0.386784	0.412109	0.359493	0.378869	0.37633	0.417882	0.365963	0.414808	0.369766	0.374315	0.410634	0.38038	0.349433	0.406157	0.414808	0.362651	0.412431	0.403735	0.397487	0.378462	0.361662	0.405205	0.332939	0.388464	0.367927	0.361269	0.411689	0.418653	0.381405	0.407325	0.359493	0.376349	0.388967	0.388336	0.377722	0.398769	0.378462	0.359493	0.394264	0.388967	0.412109	0.359125	0.364393	0.378462	0.388967	0.390451	0.385385	0.403735	0.419636	0.399992	0.405205	0.419976	0.396651	0.358122	0.36169	0.376918	0.381863	0.352253	0.403735	0.408836	0.35146	0.359793	0.41895	0.359493	0.38612	0.388967	0.349433	0.352253	0.363281	0.349433	0.42306	0.407697	0.39004	0.359493	0.425664	0.335903	0.405205	0.405107	0.339221	0.352253	0.381801	0.387627
2000	slope	0.0143113	0.013117	0.0102622	0.0156315	0.00638481	-0.00711084	-0.00867677	-0.0057993	0.00731706	0.00681761	0.0114563	0.0039332	-0.0153507	-0.0105376	-0.00157482	0.00180091	0.0124287	-0.00851293	-0.00847396	0.0121567	-0.0105547	-0.0115535	-0.00244934	-0.00177251	-0.00205593	0.0104053	0.00632473	0.0195274	-0.0232906	-0.0153805	0.00292297	-0.000756288	0.0043215	0.0158213	0.0140876	0.0115076	0.000479351	0.00394627	0.00370504	-0.0034863	0.0107668	-0.00611592	-0.00846718	-0.00181866	-0.0273142	0.0149673	0.0139154	0.00988726	0.00152636	0.00486631	-0.00321527	0.0166285	0.0143543	0.00410976	-0.00149365	-0.00518005	0.00491826	-0.00641842	-0.0147711	0.00393212	0.0123541	0.0085859	-0.0083298	0.0197671	0.0159833	0.0276327	0.0165145	0.0113984	0.0209339	-0.00527795	0.0109635	-0.0192113	0.0146914	-0.00196476	0.0210743	-0.0159413	0.00612209	0.0110941	-0.00739286	-0.00276268	-0.00153343	-0.0106149	-0.000631362	-0.00646592	-0.00372383	0.00200559	-0.0173792	0.0046907	-0.0106171	0.00927101	0.0098939	-0.0121734	0.0208618	0.0185826	0.00329134	-0.00155819	0.0211182	0.00669391	-0.000183093	-0.0100666	-0.0121584	-0.0121584	0.030046	0.0180861	0.030046	-0.0327159	-0.00233437	0.000197447	0.0329946	0.0188153	-0.0124497	-0.0101936	0.0252194	-0.00367598	0.0213362	-0.00174316	0.0164005	-0.0037822	-0.000761764	-0.0233101	0.00876936	0.0180861	-0.0165509	-0.0277782	-0.0121584	-0.00458005	0.0315657	-0.00233437	-0.0121584	0.00141937	0.0180861	0.00514292	0.00134205	-0.00174316	0.0164969	-0.00309767	-0.0201149	-0.0150192	-0.0192341	0.00891398	-0.0121584	-0.0124497	0.0213362	0.0180861	0.0180861	-0.00533792	-0.0351212	-0.00262729	0.00900878	-0.00233437	0.0133989	0.00471077	0.00134205	0.00143782	-0.00449818	0.00989807	-0.0121584	-0.0101936	0.00303453	0.0120626	0.0137171	0.00471077	0.0095335	0.0211703	-0.014522	0.00576998	-0.0121584	-0.0104438	-0.0121584	0.0246573	-0.014522	0.00471077	0.0418108	-0.030715	-0.0173507	-0.0121584	-0.0246944	0.0205862	-0.0221713	-0.0173837	-0.00998619	0.0242428	0.00804657	-0.00783364	0.0116928	-0.0101936	-0.0362672	0.00693676	0.0153045	-0.0121584	-0.0121584	-0.0124497	0.00804657	0.00804657	-0.0121584	-0.00594972	0.0282351	0.0105163	0.0418108	0.0180861
2000	intercept	0.232902	0.224904	0.224023	0.249192	0.214271	0.237503	0.232674	0.238386	0.214271	0.226614	0.21172	0.234881	0.238885	0.234568	0.233655	0.256134	0.231181	0.221744	0.218571	0.239109	0.256617	0.203695	0.230979	0.235163	0.233822	0.243088	0.23419	0.231743	0.198875	0.213847	0.240066	0.220493	0.206169	0.233376	0.224872	0.23978	0.244013	0.226683	0.236619	0.229993	0.237352	0.230959	0.245011	0.231591	0.210166	0.234063	0.244372	0.239505	0.245701	0.235846	0.237429	0.244054	0.236232	0.248036	0.247104	0.249821	0.243557	0.216832	0.223686	0.232665	0.231614	0.25491	0.22749	0.25175	0.21887	0.236967	0.232703	0.21556	0.252438	0.221538	0.227508	0.216123	0.243574	0.227703	0.237174	0.227283	0.22549	0.226159	0.218179	0.23342	0.249108	0.219279	0.239744	0.219473	0.225914	0.240943	0.22638	0.268474	0.235475	0.232035	0.231207	0.229761	0.232645	0.236407	0.238193	0.246138	0.246096	0.239267	0.236761	0.243152	0.225122	0.228928	0.236234	0.219459	0.236234	0.23698	0.226372	0.226397	0.237976	0.252641	0.203695	0.239793	0.237699	0.203695	0.246319	0.220454	0.213573	0.25277	0.269166	0.266061	0.234474	0.213573	0.241512	0.264586	0.203695	0.225122	0.224166	0.224559	0.22311	0.242522	0.201758	0.234474	0.203695	0.215252	0.213573	0.234745	0.250925	0.24079	0.235872	0.213573	0.211933	0.203695	0.244625	0.237983	0.218413	0.237202	0.226921	0.236798	0.243196	0.226372	0.268905	0.222041	0.193567	0.261668	0.23774	0.216657	0.237477	0.255109	0.239793	0.194063	0.222041	0.222041	0.224198	0.255518	0.287074	0.251656	0.218567	0.233263	0.228928	0.218413	0.287074	0.226706	0.247289	0.242951	0.23698	0.211933	0.241736	0.231739	0.247581	0.23698	0.237976	0.237699	0.219197	0.256981	0.215047	0.239793	0.213176	0.203695	0.239793	0.214499	0.187981	0.208651	0.219197	0.242522	0.210392	0.252877	0.209543	0.220256	0.247289	0.218413
3000	slope	-0.0146757	-0.00928205	-0.0136497	-0.0163355	-0.0231327	-0.0213644	-0.00624761	-0.00250628	-0.0267725	0.00149116	0.00435625	-0.0021634	-0.00733796	-0.0158678	-0.018215	0.00829826	-0.00214907	-0.00268634	0.00407227	0.0237593	-0.0024241	-0.00570202	0.0086063	0.0147254	-0.00657218	0.000979472	-0.0251751	-0.0204946	0.00737547	-0.0144164	-0.0188465	0.00154138	-0.0194441	-0.00888835	-0.00494031	0.0063465	0.0012769	-0.0125604	-0.0132093	-0.0233294	-0.0115036	-0.0088464	-0.0279863	-0.0176118	-0.00857561	-0.0130154	-0.0224716	-0.0236057	-0.0140134	-0.0260859	-0.0184212	-0.0212808	-0.0182553	0.000217205	-0.00799434	-0.0150218	-0.00971117	-0.0136497	-0.0141986	-0.0111043	-0.0107849	-0.021159	-0.0124697	0.0153619	-0.0054203	-0.00306828	0.0193723	-0.0158374	-0.0226345	0.00266839	-0.0186928	-0.0224892	-0.00555553	-0.01674	-0.0143589	-0.00470734	-0.00945538	-0.0124405	-0.0106705	-0.00972578	-0.0287824	-0.0193302	-0.017862	-0.00456205	-0.0150813	-0.0212439	0.00206518	-0.0143589	-0.00671431	-0.0302167	8.20877e-05	-0.0174059	-0.00118625	-0.0230382	-0.0213906	-0.0242863	-0.00241608	-0.00514519	-0.0143287	0.00381967	-0.0286996	0.00996053	-0.0134597	-0.0144561	-0.0353099	0.0316455	-0.0177062	-0.00767759	-0.0192243	-0.0220571	-0.00951133	0.0173907	-0.013169	-0.00751337	-0.000577342	-0.0268636	-0.0159063	-0.00700616	-0.029149	0.0133331	-0.0204308	-0.00518859	-0.0036394	-0.0193579	-0.0220967	0.000345523	-0.0143501	-0.0308496	-0.013169	-0.013169	-0.0293557	-0.00544292	0.00974091	-0.0134597	-0.0204308	-0.0154366	0.00282042	-0.0112559	-0.00781099	0.00498571	-0.00544292	-0.0204203	0.0299601	-0.00542122	0.00105789	-0.0193579	-0.0144561	-0.0238767	-0.0418374	0.00282042	-0.0120355	-0.0347628	0.0128407	-0.0140563	-0.0250453	-0.0192243	0.0335342	-0.0115747	0.00215887	-0.00544292	0.0150587	-0.00544292	-0.0164045	0.00282042	0.0128407	-0.0204308	-0.013169	-0.0144561	0.0140893	-0.00912944	-0.0109555	-0.0140563	-0.0347628	-0.0293557	-0.013169	0.00282042	0.0118737	-0.00542122	-0.0253759	-0.0192243	-0.00767759	-0.0212351	-0.0128987	-0.0293557	-0.023214	-0.015295	-0.0277598	-0.0177062	-0.00544292	-0.013169	-0.0277598	-0.0025875	-0.029149	-0.011712	-0.0381084	-0.0318093	0.00170863	-0.0155875	0.00445438	-0.0118384
3000	intercept	0.081881	0.0795669	0.106135	0.0595114	0.0770415	0.0811685	0.113889	0.0731968	0.129896	0.124918	0.117831	0.0993197	0.0776564	0.114637	0.0892737	0.118606	0.103076	0.0912401	0.126323	0.120659	0.102036	0.141171	0.118393	0.144476	0.106575	0.149825	0.0794315	0.122714	0.115667	0.073658	0.0860638	0.128255	0.0835233	0.0974296	0.0874104	0.127191	0.127265	0.0958107	0.117365	0.109638	0.0991976	0.107531	0.083063	0.126639	0.0985387	0.0818867	0.111573	0.102935	0.121277	0.10747	0.11401	0.111893	0.0995168	0.129806	0.101043	0.076527	0.129648	0.103501	0.117073	0.121847	0.0726614	0.087921	0.123732	0.132021	0.158455	0.116965	0.135432	0.10972	0.0896898	0.128861	0.114731	0.101985	0.124234	0.111005	0.0762082	0.124565	0.113696	0.1051	0.126814	0.0837367	0.0833788	0.0820386	0.108915	0.100269	0.122667	0.0866947	0.120438	0.0719452	0.107951	0.0935758	0.1188	0.112709	0.102189	0.106965	0.0870311	0.094598	0.133059	0.0955498	0.0962569	0.110127	0.0733799	0.0733799	0.0751205	0.0485666	0.104797	0.146368	0.106771	0.0881913	0.125157	0.111523	0.0917744	0.124607	0.108759	0.115286	0.0700777	0.10744	0.143762	0.115017	0.0733799	0.139435	0.0618667	0.109232	0.100703	0.142394	0.10323	0.05789	0.10744	0.124117	0.0997102	0.0981648	0.117455	0.0896376	0.12428	0.0751205	0.0618667	0.142394	0.132721	0.117398	0.124896	0.105106	0.0896376	0.128484	0.123866	0.134305	0.0936752	0.142394	0.0498239	0.0951651	0.143326	0.1157	0.116657	0.076643	0.12261	0.027419	0.084687	0.118895	0.121018	0.0983641	0.142727	0.102474	0.148209	0.0896376	0.131633	0.114164	0.107595	0.0524761	0.0997102	0.0618667	0.111032	0.102863	0.127159	0.027419	0.0823037	0.117398	0.110307	0.115085	0.0983641	0.134305	0.0824788	0.10765	0.0843404	0.111978	0.120177	0.117398	0.131668	0.138279	0.136213	0.106771	0.0896376	0.0997102	0.136213	0.104872	0.0723028	0.101441	0.117398	0.104259	0.15474	0.11344	0.164131	0.100584
4000	slope	-0.00565269	-0.0326103	-0.00562636	-0.0426491	0.003028	-0.0394311	-0.0402765	-0.0339667	-0.0542984	-0.0279466	-0.0183825	-0.0317957	-0.0273289	-0.0219146	-0.015513	0.00841127	-0.0421565	-0.0128722	-0.0221439	-0.029478	-0.0130726	-0.0351737	-0.00998148	-0.0140555	-0.00931257	-0.0124306	-0.0563898	-0.0251567	-0.0110939	-0.0265055	-0.0228896	-0.0374492	-0.0297372	-0.00941162	-0.0413215	-0.0275409	-0.012913	0.00512231	-0.0403131	-0.0129944	-0.0468992	-1.89438e-05	-0.0133647	-0.0290175	-0.0106477	-0.000991439	-0.00265893	-0.0126019	0.0145723	-0.0183547	-0.0193232	0.00373306	-0.00712099	-0.0181025	-0.0406422	-0.031895	-0.0419807	-0.0121651	-0.0460809	-0.0355822	-0.00168444	-0.0157329	-0.0255492	-0.0113468	-0.00891127	-0.0249088	-0.0291233	-0.0124503	-0.0245413	-0.00503549	-0.024047	-0.0157214	-0.0472228	0.00247881	-0.014592	-0.010874	-0.0157341	-0.00482984	-0.0293656	-0.010029	-0.0140953	-0.031975	-0.00989735	-0.021351	-0.0358151	0.0182076	-0.0347526	-0.0170369	-0.0107262	-0.0349594	0.00549302	-0.0408081	-0.0373514	-0.0222898	-0.0333153	-0.000340195	-0.0281993	-0.0184751	-0.0243332	-0.0277739	-0.0236416	-0.00916217	0.00863517	-0.00498485	-0.000497511	-0.0416202	-0.0495309	0.000652811	-0.00916217	0.00785704	-0.0559499	-0.0191925	0.0111828	-0.00513255	-0.0362119	-0.0302609	-0.0013332	-0.0377034	-0.0575297	-0.0153199	-0.0639436	-0.00712705	0.0111828	0.0212587	0.00297375	-0.0625148	0.000602	-0.0416202	-0.0140563	-0.0263278	-0.0127301	-0.0247067	-0.0141238	-0.0362119	-0.00498485	-0.0194524	-0.0477494	0.0141318	-0.0316872	-0.0362119	-0.0504276	0.0157279	-0.0421699	-0.0421699	0.00297375	-0.0305726	-0.0366806	-0.0510548	0.0142485	-0.020219	-0.0565265	-0.0531082	-0.0559499	0.00767959	-0.0357074	0.00726569	-0.0416202	-0.00255554	-0.0302609	-0.0153199	-0.00513255	0.00985158	-0.0497607	0.0142485	-0.0582338	-0.0502841	-0.0013332	-0.0322628	-0.0436781	-0.016787	-0.0141238	-0.00927204	-0.00498485	-0.0537086	0.00211457	0.00864954	-0.0370617	-0.0497607	-0.0510548	-0.0117121	-0.0202709	0.00657039	0.00985158	0.0212587	-0.0344046	0.0144439	-0.0285399	-0.00807583	0.005151	-0.0416202	-0.00982522	-0.0013332	0.0260028	-0.0357074	-0.0281776	-0.0140563	0.0109534	-0.0559499	-0.0128453	-0.0140563
4000	intercept	0.0444418	0.0441382	0.0233027	0.0310866	0.0211635	0.0168647	0.0131891	0.0245124	0.0339972	0.0275054	0.028258	0.0557282	0.0262457	0.051663	0.0416162	0.0395175	0.0160948	0.0327769	0.0257201	0.0185822	0.0381844	0.0165316	0.045516	0.0292708	0.022661	0.0646463	0.0132122	0.0090074	0.0467472	0.0222312	0.0293357	0.02587	0.0352516	0.0301365	0.0353107	0.0272124	0.0241456	0.0386656	0.0385768	0.025498	0.0296704	0.0167535	0.0353388	0.0531065	0.0457937	0.00975509	0.026324	0.017293	0.035987	0.0186762	0.0323492	0.041979	0.0295739	0.0207426	0.0181635	0.0186483	0.0466214	0.0427824	0.0279499	0.0164888	0.030283	0.0189654	0.0198243	0.034803	0.0430833	0.0202385	0.0461422	0.0273408	0.0437708	0.0485419	0.0264057	0.0282516	0.0170989	0.0328444	0.0214011	0.0369035	0.0274251	0.0201889	0.0150809	0.0282845	0.0361825	0.0442526	0.0359159	0.0158896	0.0285399	0.0212665	0.0302741	0.024621	0.039318	0.0216976	0.0425754	0.0397467	0.0377072	0.0245962	0.0286528	0.0266382	0.0294403	0.0269385	0.00884246	0.0285481	0.0219916	0.0227989	0.019138	0.0227989	0.0096607	0.0239192	0.0325761	0.0263438	0.0227989	0.0388679	0.0265029	0.0693869	0.0420701	0.0429872	0.0396336	0.0697453	0.0190484	0.0270625	0.0579481	0.0271218	0.0477042	0.0626884	0.068914	0.0713685	0.0228589	0.0205964	0.0348282	0.0186708	0.0170743	0.0140466	0.0203659	0.0313351	0.0429872	0.0198312	0.0227989	0.0325761	0.0606667	0.0314662	0.0459676	0.0325761	0.0170673	0.023749	0.0115179	0.0115179	0.0347372	0.0229171	0.0579481	0.0161441	0.0351612	0.0146726	0.0100463	0.0205337	0.0265029	0.0336321	0.0318246	0.0383819	0.0380396	0.00442011	0.0697453	0.0271218	0.0519107	0.0208936	0.0115179	0.0351612	0.0161441	0.0161441	0.0319331	0.0425375	0.032212	0.0229171	0.0429872	0.0228839	0.0199133	0.011596	0.0388679	0.0665347	0.0215241	0.0115179	0.0161441	0.0626884	0.0462877	0.0244386	0.00821437	0.0713685	0.0369467	0.022317	0.0287902	0.031609	0.031609	0.0380396	0.0102341	0.0319331	0.00244291	0.0288437	0.0215452	0.0170743	0.00346435	0.0265029	0.0373566	0.0170743
