generation	param	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100	Hapl1	Hapl2	Hapl3	Hapl4	Hapl5	Hapl6	Hapl7	Hapl8	Hapl9	Hapl10	Hapl11	Hapl12	Hapl13	Hapl14	Hapl15	Hapl16	Hapl17	Hapl18	Hapl19	Hapl20	Hapl21	Hapl22	Hapl23	Hapl24	Hapl25	Hapl26	Hapl27	Hapl28	Hapl29	Hapl30	Hapl31	Hapl32	Hapl33	Hapl34	Hapl35	Hapl36	Hapl37	Hapl38	Hapl39	Hapl40	Hapl41	Hapl42	Hapl43	Hapl44	Hapl45	Hapl46	Hapl47	Hapl48	Hapl49	Hapl50	Hapl51	Hapl52	Hapl53	Hapl54	Hapl55	Hapl56	Hapl57	Hapl58	Hapl59	Hapl60	Hapl61	Hapl62	Hapl63	Hapl64	Hapl65	Hapl66	Hapl67	Hapl68	Hapl69	Hapl70	Hapl71	Hapl72	Hapl73	Hapl74	Hapl75	Hapl76	Hapl77	Hapl78	Hapl79	Hapl80	Hapl81	Hapl82	Hapl83	Hapl84	Hapl85	Hapl86	Hapl87	Hapl88	Hapl89	Hapl90	Hapl91	Hapl92	Hapl93	Hapl94	Hapl95	Hapl96	Hapl97	Hapl98	Hapl99	Hapl100
10	slope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00815143	0.00593794	0.0	0.0	0.0	0.0	0.0	0.002696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000474825	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00185312	0.0	0.0	0.0	0.0	0.0	0.0	-0.000638974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000330459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.011922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0150907	0.0	0.0	0.0	0.0	0.0	-0.00270306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.018034	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	intercept	0.5	0.5	0.506179	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.495259	0.5	0.5	0.5	0.5	0.5	0.5	0.505525	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.497689	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.49608	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.511997	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.512144	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.494837	0.5	0.5
1000	slope	5.03329e-05	-0.0340588	-0.00472502	-0.00907091	0.00342422	-0.0332807	0.0141281	-0.0122262	-0.0245982	-0.0151208	-0.0033555	-0.0108128	-0.00197062	-0.0286478	-0.00504249	-0.00629704	-0.0117495	-0.0133493	-0.00350143	-0.0161094	-0.00177445	-0.00639768	-0.0204976	-0.0114922	0.00235712	-0.00277115	-0.00578211	-0.000472594	-0.00639768	-0.0131185	-0.0102945	-0.00182761	-0.00752219	-0.0276311	-0.00542936	-0.00454056	-0.0066141	-0.00700026	-0.0130226	0.00462033	-0.00639768	-0.00976743	-0.0007736	-0.039929	0.00677977	-0.0117495	-0.0132329	-0.00639768	-0.0208342	-0.0283612	0.00469567	-0.00336723	-0.0147978	0.00206756	0.00109509	-0.0132726	-0.00730846	-0.00639768	-0.00755246	-0.00899204	-0.00408606	-0.021004	-0.0103889	-0.000800896	-0.00639768	0.00742137	-0.0263924	-0.0107094	-0.0169907	-0.00107813	0.0165901	-0.00739178	-0.0009829	0.00481355	-0.00011403	0.0151313	-0.0132591	-0.00231503	-0.0107113	-0.0116672	-0.0238734	-0.00912537	-0.00455563	-0.0222929	-0.00548191	0.00691884	-3.04221e-05	-0.00699192	-0.00569795	-0.0156845	-0.00843776	-0.00984454	-0.0167753	-0.0114164	0.00500675	-0.00790432	-0.0204976	-0.00267419	-0.0136033	-0.0222024	-0.00639768	0.00939024	-0.00700398	-0.0173589	-0.00657497	-0.0129601	-0.00329135	-0.0173589	-0.00639768	-0.000800896	5.03329e-05	-0.000869865	-0.0116672	-0.0155984	-0.0107997	-0.0210054	-0.00639768	-0.00088861	0.011375	0.000855386	-0.0287946	0.00717066	-0.000800896	-0.000800896	5.03329e-05	-0.00705204	-0.0173589	-0.0129601	-0.00959523	-0.0119583	-0.00873516	-0.00639768	-0.00911985	-0.0377726	-0.000869865	-0.00258808	-0.00639768	-0.0354848	0.00451633	-0.0109285	-0.039929	0.0101922	-0.00572508	-0.000800896	-0.0291669	-0.0117441	0.0101922	0.00929454	-0.0136468	-0.00265784	-0.00639768	-0.00639768	0.0101922	-0.00639768	0.00349262	-0.00639768	0.0121547	-0.00235462	0.00320075	0.0101922	-0.00437915	-0.00088861	0.00261207	-0.0155984	-0.0345974	-0.00639768	-0.0253965	0.00616962	-0.0117441	0.00717066	-0.0168775	-0.00223969	-0.00241513	-0.0198393	-0.0078177	-0.0187282	-0.0106939	-0.00241513	-0.00986046	0.0054525	-0.00639768	0.0170339	-0.0198393	-0.0154224	-0.0251979	-0.0187282	-0.00257667	-0.00639768	-0.00639768	-0.0184974	-0.0377726	-0.00896643	0.00206241	-0.00762425	-0.00744742	-0.000800896	-0.0078177	-0.000800896	-0.00437915	-0.0107997
1000	intercept	0.387006	0.399631	0.404183	0.373168	0.354615	0.383666	0.375557	0.388801	0.388376	0.364819	0.383699	0.397047	0.394209	0.38416	0.362035	0.38207	0.370894	0.348587	0.396376	0.400184	0.407031	0.395019	0.395977	0.36902	0.384934	0.385534	0.396617	0.386089	0.40086	0.376442	0.387821	0.374459	0.377054	0.392384	0.372819	0.396394	0.371782	0.376916	0.419304	0.385777	0.382329	0.396795	0.373745	0.379554	0.386081	0.365089	0.388813	0.374253	0.402445	0.384747	0.367529	0.372218	0.37438	0.378331	0.359735	0.40429	0.371907	0.394385	0.403314	0.377079	0.384114	0.397803	0.400223	0.347852	0.40079	0.396343	0.36383	0.388151	0.414452	0.377526	0.355256	0.388026	0.389126	0.380123	0.3766	0.402985	0.389375	0.37564	0.420007	0.386022	0.380664	0.394261	0.38306	0.416907	0.342235	0.373197	0.360214	0.368253	0.390284	0.384408	0.388428	0.373875	0.369726	0.393186	0.410096	0.408758	0.395914	0.407142	0.400279	0.375711	0.39631	0.402047	0.395852	0.394146	0.390639	0.408581	0.407031	0.412011	0.390639	0.354615	0.387006	0.385682	0.386022	0.342559	0.386425	0.414514	0.390639	0.39602	0.362767	0.369176	0.394146	0.348044	0.354615	0.358516	0.387006	0.418998	0.394146	0.408581	0.379487	0.390962	0.407165	0.37493	0.347745	0.373308	0.385682	0.401713	0.38561	0.379554	0.384258	0.405279	0.379554	0.38359	0.383199	0.339631	0.378451	0.37262	0.38359	0.364854	0.394908	0.395852	0.388346	0.388346	0.380444	0.369353	0.371333	0.40079	0.366159	0.341638	0.40003	0.380444	0.386022	0.39602	0.388346	0.342559	0.394523	0.37493	0.41799	0.364854	0.365876	0.354615	0.361288	0.386022	0.388346	0.382586	0.381773	0.373833	0.410309	0.388346	0.387518	0.390639	0.373576	0.389177	0.379554	0.383199	0.386022	0.373833	0.39631	0.38547	0.388346	0.348713	0.373308	0.366749	0.387991	0.390694	0.391864	0.358516	0.371981	0.361288	0.399756	0.386425
2000	slope	0.022141	0.00973675	0.0127933	0.0175977	-0.0139764	-0.0251215	0.00717032	0.000865804	-0.036539	0.00368662	0.0130992	0.0128221	-0.00184069	0.0369	-0.0116373	0.0091253	0.000321683	0.0191561	0.0145457	-0.017487	0.0134167	0.0123175	-0.0251976	0.00431144	0.0199126	-0.0111163	0.0283733	-0.0239316	0.0203822	0.00690603	0.00843622	-0.00366525	-0.00464774	0.00822602	0.0160563	-0.0382635	0.00269722	-0.00693112	-0.00651802	-0.0045095	0.029966	0.0229678	-0.00854873	-0.0154397	0.00459065	0.00291406	-0.00845794	-0.00804485	0.0053056	-0.0251215	-0.00286031	-0.00368964	-0.00827781	0.00767558	-0.00150949	-0.0682085	-0.0193063	0.0223577	-0.000101421	0.0103886	-0.00493554	0.0207938	0.00653673	-0.00732983	-0.0151994	-0.00278832	0.0114048	0.00539398	-0.0094045	0.0079525	-0.00706195	0.027237	-0.00787954	0.0203402	0.00285938	-0.0271145	0.0169367	0.00938987	0.00168201	-0.0119352	0.0190447	0.0179528	-0.000162867	0.00289789	0.018648	0.0131152	0.00589546	-0.00789921	0.0160563	0.0108095	-0.00884066	-0.00842299	0.0106462	0.012325	0.014493	-0.0138134	-0.0078514	0.00945829	0.0130348	-0.019675	-0.0365983	-0.072954	0.00990012	-0.000349101	0.00291406	0.00100336	0.012561	0.0159593	0.0419129	-0.00174371	-0.0179475	-0.00978774	0.00147022	0.000152055	0.00245801	-0.00842299	0.000865804	-0.00186236	-0.022466	-0.00310073	0.0462023	0.00224471	0.00305666	0.0139392	0.00224471	0.00692518	0.00773628	0.00558767	-0.0639628	0.00686477	0.029868	-0.013602	-0.00554832	0.00224471	0.000963597	0.00584009	0.0377118	-0.0179475	0.00686477	0.00289789	-0.0179475	0.00662921	-0.00917313	-0.0223865	-0.00186236	0.00311391	0.000548503	0.0126969	0.0159593	0.0120816	0.00251288	0.0267412	0.00721244	0.0462023	0.0284705	0.0159593	0.00125105	0.00224471	0.0282035	0.00985626	0.00686477	0.0159593	-0.00886968	-0.00826483	0.00125105	-0.0391855	0.0166823	0.013447	-0.0179475	-0.00361243	-0.00557952	0.00224471	0.0292732	0.0264963	-0.00902126	0.00224471	0.00125105	0.00348147	-0.000349101	0.0126076	0.0282035	0.0369	-0.00822778	0.00820559	0.00490209	-0.072954	0.0175407	-0.0179475	0.00847297	-0.00557952	0.019161	-0.00112777	-0.00482557	0.015525	0.0139569	-0.00464774	0.00990012	0.00820559	-0.000403455	0.0137451
2000	intercept	0.243101	0.254868	0.239002	0.233267	0.264185	0.251543	0.251433	0.23789	0.226208	0.239243	0.24763	0.306375	0.236433	0.261551	0.26063	0.242373	0.240493	0.295955	0.248711	0.249319	0.242143	0.25007	0.248849	0.246012	0.240266	0.257925	0.258299	0.250336	0.241149	0.253611	0.246319	0.243333	0.226143	0.241402	0.264159	0.246068	0.243402	0.243913	0.221214	0.245328	0.227388	0.220282	0.222217	0.263159	0.284726	0.256373	0.236624	0.24695	0.23566	0.251543	0.237059	0.240588	0.242513	0.260882	0.261836	0.230213	0.241516	0.229604	0.22562	0.302257	0.239812	0.238443	0.250705	0.242138	0.241678	0.258838	0.224982	0.250567	0.237508	0.226276	0.225741	0.252717	0.255138	0.230911	0.24386	0.299563	0.254618	0.227797	0.240197	0.253121	0.20876	0.299611	0.229363	0.227388	0.253187	0.236777	0.226742	0.24866	0.232455	0.239256	0.256881	0.238552	0.292025	0.240391	0.251399	0.230956	0.25537	0.238618	0.240644	0.246085	0.227841	0.269201	0.240866	0.239523	0.251758	0.321866	0.243297	0.227388	0.262138	0.239523	0.240714	0.227388	0.256004	0.224982	0.219163	0.228879	0.23789	0.248803	0.252779	0.223852	0.257141	0.22315	0.215794	0.242391	0.236433	0.22357	0.209157	0.243317	0.254435	0.239937	0.245316	0.216441	0.23417	0.256389	0.22954	0.248372	0.241439	0.240714	0.239937	0.227388	0.240714	0.251682	0.218261	0.242975	0.248885	0.244551	0.253267	0.227388	0.227388	0.247628	0.237484	0.224982	0.239399	0.257141	0.232014	0.232604	0.240588	0.270027	0.256591	0.231711	0.239937	0.219226	0.218937	0.223852	0.261588	0.239002	0.243499	0.251365	0.240714	0.249755	0.208867	0.22315	0.254674	0.255146	0.247628	0.254333	0.250769	0.257549	0.239523	0.239937	0.239002	0.261551	0.225496	0.221704	0.23684	0.269201	0.264546	0.240714	0.229275	0.208867	0.259349	0.253763	0.232014	0.208867	0.24611	0.227388	0.23684	0.223655	0.219163	0.260143
3000	slope	0.00398314	-0.00053977	0.0274547	0.0138087	0.0103036	0.0175865	0.00378587	0.0308159	0.0365136	0.0114503	-0.0208504	0.0251393	0.0294476	0.000672446	0.00751414	0.0347367	0.041847	-0.00624786	-0.0151017	-0.0353974	-0.000669397	0.00605589	-0.00119876	0.023959	-0.0169642	0.0177061	0.038291	0.0113381	0.0203382	0.0371202	-0.00442336	0.0290742	0.0294995	0.0176263	-0.00979742	0.0365094	0.00491436	0.00318623	-0.00103809	0.0088511	0.00701631	0.020822	-0.0195904	0.00646149	-0.00751876	-0.0122674	0.0284153	0.017313	0.00157962	0.0295976	0.0237882	0.0401879	0.0204309	-0.00384328	0.00335689	-0.0175067	-0.0122528	-0.00146687	0.00883617	0.0302547	-0.0179266	-0.00592995	0.0409654	-0.00569798	0.00268634	0.0136256	-0.0014801	0.0241266	0.0199898	0.0117083	-0.00506984	0.0241446	0.024487	-0.0136802	0.0288207	7.45924e-05	0.0281147	0.041847	0.0163655	-0.0336045	-0.029941	0.014512	0.0321746	0.0152912	0.0186385	0.046217	0.0129365	0.0132358	0.0177608	-0.00889508	0.0141438	0.0111905	0.0163655	0.0234888	0.0750498	-0.00511095	0.0184542	-0.02008	0.0133323	0.0179136	-0.0194103	0.00519402	-0.0325215	0.00987818	0.0338278	0.00625727	-0.031848	-0.00311479	0.00773736	0.0437884	-0.00937508	-0.00790176	0.0367136	0.0533201	-0.00493859	0.014084	-0.00492279	-0.031848	-0.0143327	0.0175781	0.0281147	0.0233985	0.0161893	-0.0116951	0.00773736	0.0157662	-0.0353974	0.0241615	0.014084	-0.0620173	0.0129099	0.024487	0.0188628	0.0222603	0.0229864	-0.000379588	0.0450744	0.00519402	0.0304888	0.0197898	0.0241615	0.0509603	-0.0187707	0.0304888	-0.00119115	0.0486667	-0.0460247	-0.0206307	0.0351664	0.0178619	0.0128522	0.0285125	-0.0173553	0.041847	-0.00075331	0.0410183	0.041847	-0.035361	-0.0195297	0.0509603	0.014084	0.0206998	0.00182835	0.034401	0.0672603	0.0131768	0.0227314	0.0351664	0.026349	0.0284063	0.0503798	0.0233985	-0.00194111	0.0108627	0.019339	-0.031848	0.0161893	0.0304888	0.0242879	-0.00937508	-0.00506007	0.0232802	0.0229864	0.0246802	-0.0353974	0.0355293	0.027193	0.0359755	0.00415443	0.0276771	0.0346697	0.0541811	0.0246201	-0.031848	0.003266	-0.00137112	-0.0206807	0.0232802	0.0284063	-0.075872
3000	intercept	0.205398	0.246069	0.187214	0.221054	0.222823	0.177412	0.243165	0.20283	0.24988	0.195764	0.221594	0.203192	0.216809	0.205873	0.19295	0.200774	0.24152	0.205715	0.197966	0.229161	0.227188	0.234081	0.225971	0.210263	0.204531	0.160543	0.153425	0.183607	0.221295	0.207199	0.189417	0.222348	0.206358	0.222985	0.227292	0.231813	0.252623	0.1761	0.199561	0.217494	0.206175	0.204323	0.218631	0.210419	0.228206	0.188187	0.215837	0.23963	0.231069	0.222348	0.153044	0.205473	0.230365	0.221694	0.207935	0.230491	0.220585	0.215773	0.206168	0.230865	0.233472	0.18931	0.256003	0.186832	0.191554	0.236216	0.203318	0.223318	0.228308	0.175035	0.191809	0.215392	0.218726	0.220816	0.221194	0.205101	0.202611	0.24152	0.226703	0.211227	0.222497	0.202869	0.222348	0.217821	0.240538	0.206692	0.227495	0.167422	0.226937	0.214022	0.223962	0.191796	0.217534	0.214791	0.14008	0.229155	0.231536	0.218365	0.266486	0.192492	0.216707	0.16677	0.229161	0.208862	0.19023	0.2236	0.181006	0.226644	0.256394	0.24152	0.202275	0.169804	0.158876	0.193109	0.221552	0.207422	0.233159	0.181006	0.238314	0.22898	0.202611	0.235231	0.212441	0.215746	0.256394	0.213136	0.229161	0.270789	0.207422	0.228879	0.189093	0.223271	0.22697	0.215725	0.232822	0.170455	0.229184	0.16677	0.228971	0.163294	0.271405	0.178343	0.245479	0.225236	0.237329	0.175858	0.242665	0.208673	0.14974	0.250018	0.228971	0.247181	0.223051	0.24152	0.238465	0.190294	0.24152	0.241447	0.21439	0.171811	0.207422	0.241602	0.246069	0.223271	0.14008	0.206883	0.185125	0.135731	0.226703	0.212417	0.22697	0.242509	0.220474	0.147212	0.212767	0.197787	0.212441	0.228971	0.228971	0.202275	0.219691	0.221073	0.223639	0.222667	0.229161	0.208494	0.214587	0.242253	0.215593	0.200377	0.24152	0.182082	0.197787	0.181006	0.29774	0.254388	0.222668	0.219341	0.204646	0.228879
4000	slope	0.00318582	0.0133853	0.0321945	0.0182369	0.0269208	-0.0277801	-0.00198861	-0.0130787	-0.0133305	0.0145839	-0.0280971	0.0024216	0.0135896	0.0559644	0.00627959	0.0306071	-0.0342853	-0.0027115	-0.0426399	0.0151834	0.0170463	0.0408749	0.000748226	-0.0385294	0.0165959	0.0376729	0.0426623	0.0256785	0.0144528	-0.00484299	-0.019842	0.0329323	0.0463568	0.0377181	0.0415684	-0.0249896	0.0495119	0.0462819	-0.0365124	0.0599213	0.0432313	0.0514707	0.045713	0.00247578	0.0985237	-0.0263866	-0.0185136	0.0952986	0.0586626	0.0229467	0.00190953	0.0371508	0.00223434	-0.00266194	0.0187263	0.0297962	-0.0199773	-0.0778917	-0.018399	0.0279675	0.0895097	0.0108645	0.0409983	0.0751725	0.0143175	-0.0155295	0.0261299	0.030224	0.00306469	-0.0267386	0.00850255	-0.0378618	0.0208718	0.0214274	-0.0465011	0.00336554	0.0396877	0.0292971	0.0217478	0.0462897	0.0985237	0.00549023	-0.0213266	0.0472046	0.0220465	0.0474036	0.0366091	-0.000850037	0.074079	0.0498247	-0.0148925	0.00742415	-0.0133191	0.0300345	0.0103325	0.0353406	0.0588529	0.0533438	-0.0306694	-0.0316804	0.0615083	-0.00604272	-0.0340568	0.0316809	0.000378426	0.00851208	-0.0420605	-0.0026931	0.0524884	-0.0277801	0.0622962	-0.0520136	-0.00128772	0.0127739	-0.00128772	0.0529404	0.043192	0.0498419	0.0634371	-0.0312618	0.0468227	0.00174706	0.0472046	0.0336828	0.00290342	-7.17342e-05	0.0291267	0.0349225	-0.0148925	-0.0026931	-0.0340568	0.0349225	-0.0277654	0.0639721	-0.036258	-0.0367669	0.0392345	0.0657338	0.0127698	-0.0111371	0.0804956	0.043192	0.00253004	-0.00484299	0.0558168	-0.0544989	0.0142133	0.00815328	0.0327233	0.0230254	0.00253004	0.0377561	0.0230254	0.0147727	0.0349225	0.0593905	0.0127739	0.00851208	-0.0340568	0.00492988	0.0123898	0.0529404	0.00253004	-0.0120315	-0.00484299	0.0166555	0.0230254	0.0913248	-0.0481766	-0.0010739	-0.0591953	0.0349225	0.0217356	-0.0340568	0.0558168	0.00815328	0.0250184	-0.0520136	0.0349225	0.0804956	0.0409537	0.0127739	0.0127739	0.0546154	0.043192	0.0108645	-0.0026931	0.0546301	0.0127698	0.0615083	-0.0481766	-0.075985	-0.00433381	0.0416315	0.0634371	0.008329	0.0985237	0.0634371	-0.075985	-0.00290333
4000	intercept	0.227677	0.217181	0.166354	0.209558	0.193739	0.174303	0.215064	0.204334	0.211129	0.214741	0.21806	0.205328	0.210845	0.200938	0.202781	0.240031	0.209208	0.194624	0.200504	0.198439	0.209301	0.214899	0.192766	0.216073	0.201655	0.21459	0.21843	0.205439	0.210234	0.183598	0.237502	0.205254	0.206826	0.204312	0.210051	0.196203	0.254277	0.230497	0.177781	0.203001	0.230448	0.216164	0.217643	0.204112	0.235077	0.170158	0.189266	0.227771	0.215041	0.207671	0.209139	0.241652	0.208688	0.215039	0.202725	0.210527	0.205971	0.2039	0.212255	0.203363	0.223238	0.248226	0.196921	0.225282	0.224887	0.208984	0.213725	0.227327	0.213655	0.192313	0.197559	0.189639	0.197537	0.223199	0.194338	0.225059	0.217181	0.216825	0.230662	0.250924	0.235077	0.208354	0.179431	0.249152	0.246493	0.210127	0.216611	0.209572	0.220465	0.230338	0.225512	0.188997	0.212255	0.227383	0.207308	0.214069	0.250196	0.206603	0.174303	0.221111	0.220465	0.197288	0.187192	0.200067	0.198238	0.183053	0.203248	0.181171	0.200212	0.169681	0.231122	0.211842	0.197137	0.167984	0.197137	0.200067	0.200067	0.209618	0.248408	0.191042	0.216015	0.234737	0.249152	0.174697	0.18509	0.224576	0.221636	0.214821	0.230379	0.235682	0.187192	0.214175	0.237167	0.231122	0.186613	0.168948	0.209442	0.218055	0.191237	0.230379	0.211398	0.209618	0.197288	0.183598	0.209618	0.221129	0.226461	0.227792	0.188505	0.210701	0.197288	0.193187	0.212761	0.221634	0.214821	0.218055	0.131923	0.180894	0.187192	0.249419	0.191239	0.200067	0.197288	0.206761	0.197137	0.220499	0.220499	0.235077	0.181248	0.221144	0.211001	0.207639	0.221302	0.187192	0.209618	0.221144	0.184417	0.211842	0.220593	0.211398	0.19515	0.131923	0.172955	0.233265	0.211208	0.248226	0.183031	0.233265	0.196319	0.220465	0.181248	0.211001	0.216718	0.250196	0.235077	0.197288	0.235077	0.250052	0.211001	0.208984
