generation	param	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100	Hapl1	Hapl2	Hapl3	Hapl4	Hapl5	Hapl6	Hapl7	Hapl8	Hapl9	Hapl10	Hapl11	Hapl12	Hapl13	Hapl14	Hapl15	Hapl16	Hapl17	Hapl18	Hapl19	Hapl20	Hapl21	Hapl22	Hapl23	Hapl24	Hapl25	Hapl26	Hapl27	Hapl28	Hapl29	Hapl30	Hapl31	Hapl32	Hapl33	Hapl34	Hapl35	Hapl36	Hapl37	Hapl38	Hapl39	Hapl40	Hapl41	Hapl42	Hapl43	Hapl44	Hapl45	Hapl46	Hapl47	Hapl48	Hapl49	Hapl50	Hapl51	Hapl52	Hapl53	Hapl54	Hapl55	Hapl56	Hapl57	Hapl58	Hapl59	Hapl60	Hapl61	Hapl62	Hapl63	Hapl64	Hapl65	Hapl66	Hapl67	Hapl68	Hapl69	Hapl70	Hapl71	Hapl72	Hapl73	Hapl74	Hapl75	Hapl76	Hapl77	Hapl78	Hapl79	Hapl80	Hapl81	Hapl82	Hapl83	Hapl84	Hapl85	Hapl86	Hapl87	Hapl88	Hapl89	Hapl90	Hapl91	Hapl92	Hapl93	Hapl94	Hapl95	Hapl96	Hapl97	Hapl98	Hapl99	Hapl100
10	slope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00514092	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00121527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00476673	0.0	-0.00028886	0.0	-0.00083658	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00171449	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00453885	-0.00126488	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00280843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0010656	0.0	0.0	0.0	-0.00713493	0.0	0.0	-0.00768917	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	intercept	0.5	0.499263	0.5	0.5	0.5	0.5	0.5	0.506918	0.506151	0.5	0.5	0.5	0.496103	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.496751	0.5	0.5	0.5	0.494941	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.495695	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.496712	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.502519	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.516282	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1000	slope	0.016823	0.000653093	-0.00550482	-0.0388885	0.0198492	0.00869602	0.0335726	0.0110521	-0.00974329	0.0107986	0.00523803	0.00123144	-0.0145146	0.00782208	0.016033	0.0135643	0.0147939	-0.0016272	0.0220776	0.0152165	-0.0145033	-0.0260915	-0.0409216	-0.00622505	-0.00324497	-0.0223393	-0.0253122	-0.0298339	0.0028765	0.0031459	0.0151183	-0.00937722	-3.15257e-05	0.00124143	0.012556	-0.00621959	0.0023159	0.00444529	-0.00712033	-0.014691	0.01387	0.0218628	-0.00135336	0.0298011	-0.0089739	-0.00757573	0.0261341	0.0129641	0.00410207	0.0125038	-0.0368969	0.00770256	-0.0100297	0.0312575	-0.0134789	0.0232235	0.00680314	-0.0140641	0.0264026	0.0137449	0.018036	0.00234322	0.00225012	-0.0205847	0.00785851	0.00517083	0.0248558	-0.00108375	0.00819598	0.0237548	-0.00413564	-0.0298339	-0.00237677	0.0161657	0.0304542	-0.00690418	0.0233861	-0.0151377	0.012041	0.0265768	0.0110521	0.00151924	-0.0016391	0.0134111	0.0154803	-0.00317214	0.00355605	-0.0306006	-0.00398073	0.00877004	0.0195553	0.0110521	-0.0151873	-0.00923695	0.00581125	-0.014733	0.0397384	0.000397927	0.00123144	0.00544066	0.0156926	-0.00535096	0.0412476	0.00607129	0.0021133	-0.0191571	-0.00312545	-0.0280836	0.00607129	0.0162807	0.0288795	0.0301329	-0.0456427	0.0301329	0.00607129	0.0104959	0.0104959	-0.00757573	0.00941947	0.0435691	0.016033	0.00234322	-0.00734917	-0.00104223	0.01387	0.0156943	0.00510415	-0.0162904	0.00607129	0.0113207	0.0191435	-0.0172027	0.0103207	-0.0243042	-0.0273857	0.0156926	-0.00985315	-0.0210977	0.0123832	0.01387	-0.0339265	0.00607129	0.0123832	0.0299882	0.016033	-0.0368969	0.00607129	0.0161321	0.00607129	0.00447332	0.0156943	-0.0461813	0.0122191	-0.00985315	0.016033	0.0260029	0.0104959	-0.00567185	0.01387	0.0479521	0.00447332	0.0301329	-0.0675152	-0.0614005	0.016033	-0.00358844	0.00123144	-0.00535096	-0.0233084	0.00447332	-0.00701458	0.0404906	-0.0376956	-0.0114193	-0.028584	-0.0263202	-0.0249116	-0.0243042	-0.00734917	-0.0233084	0.010212	0.00607129	0.0118432	0.0404906	0.0466897	-0.00934949	0.016033	0.00548523	0.00607129	-0.0459791	-0.00532508	0.0501255	0.010902	-0.0087964	0.0154323	0.0501255	0.0182249	0.0118021	-0.0448131	-0.00985315
1000	intercept	0.434284	0.444517	0.446502	0.434895	0.421056	0.410381	0.42669	0.419655	0.428779	0.454243	0.422084	0.424842	0.433567	0.431884	0.430065	0.431712	0.421236	0.427519	0.418956	0.413222	0.421437	0.424018	0.457078	0.396	0.414632	0.434733	0.411092	0.447236	0.419045	0.433112	0.418433	0.426295	0.427984	0.41974	0.401745	0.436824	0.448075	0.434773	0.442095	0.438755	0.439058	0.410796	0.43878	0.417073	0.427596	0.430368	0.433608	0.434626	0.433176	0.416713	0.470212	0.428253	0.448366	0.417073	0.438538	0.414938	0.41603	0.420602	0.426219	0.434824	0.447941	0.430368	0.430361	0.424558	0.411014	0.411903	0.439855	0.432637	0.420295	0.427047	0.422343	0.447236	0.42947	0.441817	0.429914	0.436627	0.436348	0.454931	0.422724	0.415385	0.423172	0.431864	0.405111	0.432847	0.420603	0.427605	0.446171	0.447604	0.435909	0.428239	0.414432	0.424631	0.431182	0.44153	0.418721	0.413034	0.412584	0.43242	0.424842	0.412644	0.405367	0.434255	0.419972	0.406964	0.443101	0.405385	0.414103	0.413841	0.409243	0.440896	0.450999	0.435912	0.443384	0.435912	0.427713	0.439058	0.428503	0.430368	0.41394	0.407847	0.440226	0.43468	0.422499	0.437897	0.404011	0.438676	0.437126	0.448652	0.404482	0.41628	0.433335	0.456493	0.436109	0.434195	0.449074	0.389551	0.421665	0.423724	0.435028	0.439058	0.449074	0.417146	0.435028	0.453267	0.440749	0.4685	0.422963	0.477095	0.422963	0.416622	0.454959	0.450778	0.408796	0.421665	0.426299	0.442226	0.404687	0.481286	0.439058	0.405035	0.416622	0.426724	0.435362	0.435362	0.433087	0.4232	0.424842	0.434255	0.451787	0.416622	0.42066	0.407847	0.434458	0.429194	0.42053	0.387988	0.413841	0.434195	0.422499	0.432309	0.441436	0.41628	0.451138	0.407847	0.412584	0.393942	0.426299	0.437897	0.404482	0.450778	0.419012	0.412584	0.433112	0.439051	0.440749	0.412584	0.392619	0.447816	0.46187	0.421665
2000	slope	-0.0379913	-0.028842	-0.0169539	-0.011775	-0.0531268	-0.00184086	-0.0179625	-0.0362855	0.0208028	-0.0196136	0.0197028	-0.0249899	-0.0194197	-0.0452289	-0.0103548	-0.0364633	-0.011649	-0.0153251	-0.0143682	-0.0315729	-0.0156885	-0.0511201	0.023859	-0.0462717	-0.0206397	0.00529714	0.00202122	-0.0349863	-0.0181751	-0.0193609	-0.00516026	-0.0169756	-0.0443078	-0.0215683	-0.0289899	-0.0335664	-0.0459503	-0.00189328	-0.0341694	-0.0258494	0.00244906	-0.0246636	-0.0363246	-0.00882514	-0.0168572	0.00604285	-0.0282346	-0.0455027	-0.0341768	-0.0461794	-0.0327746	-0.0228511	-0.0219251	-0.0287246	-0.00918599	-0.0148495	-0.0398476	0.00464056	-0.0297255	-0.0127585	-0.0190237	-0.0248053	-0.0276645	-0.0062757	0.000244549	-0.0417929	-0.0238397	-0.00326838	-0.0268809	-0.0397645	-0.000604444	-0.0114067	-0.0243535	-0.0313747	-0.0268898	-0.0296841	-0.00189328	-0.0165722	-0.0181393	-0.0194823	-0.00137124	0.00744164	0.0141714	-0.00507395	-0.0478148	-0.00325811	0.00416313	-0.0504833	-0.0130948	-0.0196013	-0.0297076	-0.0478738	-0.0322548	0.0112248	0.00211128	-0.0434715	-0.0439244	-0.0193354	-0.0361364	-0.0310396	-0.0326716	-0.0188083	-0.0195504	-0.0241307	-0.0195504	-0.0298032	0.0122715	-0.00364771	0.0120469	-0.0215459	-0.029586	-0.0479367	-0.00713796	-0.00529836	0.0691398	-0.0443451	-0.0214826	0.0232967	-0.0461794	-0.0241307	-0.0270848	0.0122715	-0.0172863	-0.0488155	-0.0298032	-0.0398649	-0.0561499	-0.0617475	-0.00804896	-0.023328	-0.0245866	-0.0172863	-0.0366566	-0.0308605	-0.0561499	-0.0313602	-0.0485407	-0.0206267	0.0122715	-0.0245299	-0.0329811	-0.0122835	-0.0295972	0.0475684	-0.0398649	-0.0214826	-0.0366566	-0.00337432	-0.0379508	-0.0378739	0.0122715	-0.0231518	-0.02381	-0.0103023	-0.0106589	0.0160717	0.0122715	-0.016859	-0.0214826	-0.0461794	-0.0453327	-0.0648872	0.0303964	-0.0522378	-0.00518748	-0.0343743	-0.0226023	-0.0398649	-0.0357508	-0.016859	-0.00785222	0.00482021	-0.0326716	-0.0453327	0.00482021	0.00482021	0.00924457	-0.016859	0.0701953	-0.00804896	-0.0260041	0.0232967	-0.00804896	-0.0298032	-0.0566106	-0.0373531	-0.0290826	-0.0195504	-0.0453327	-0.0298032	-0.0298032	-0.0648872	-0.0135063	-0.00918599	-0.0112367	-0.0373531	-0.0486017	0.0232967	-0.0410214	-0.0298032
2000	intercept	0.333049	0.331782	0.353528	0.319568	0.321338	0.36317	0.331066	0.333376	0.310144	0.332268	0.355818	0.356863	0.328783	0.292744	0.314399	0.331348	0.336273	0.302302	0.318365	0.329759	0.31263	0.306146	0.336015	0.335991	0.320802	0.357667	0.356784	0.303536	0.330958	0.343213	0.335091	0.355688	0.315151	0.336613	0.312039	0.301283	0.312359	0.344511	0.352255	0.320043	0.36351	0.320202	0.325316	0.330858	0.321172	0.300901	0.327285	0.324894	0.3385	0.388933	0.330706	0.343098	0.335375	0.32605	0.340266	0.347445	0.334799	0.370738	0.327236	0.332532	0.324236	0.31325	0.340007	0.32473	0.361688	0.31531	0.332764	0.310411	0.328163	0.327874	0.346489	0.339587	0.300459	0.331763	0.31291	0.354904	0.344511	0.327085	0.338538	0.316919	0.327339	0.341442	0.324006	0.317761	0.323379	0.299743	0.343865	0.319796	0.325247	0.342841	0.29606	0.317474	0.356404	0.33436	0.325508	0.327482	0.312642	0.325533	0.317595	0.320608	0.329583	0.291635	0.298232	0.319964	0.304179	0.29819	0.329187	0.291635	0.345551	0.344002	0.305898	0.311012	0.348293	0.339587	0.350331	0.331459	0.297601	0.336485	0.350999	0.321526	0.336413	0.333705	0.344002	0.326504	0.301428	0.305898	0.282325	0.297636	0.324211	0.303616	0.329648	0.344002	0.289961	0.330577	0.292212	0.337788	0.325649	0.333355	0.327472	0.321526	0.291635	0.283839	0.305898	0.357996	0.295527	0.271835	0.289961	0.306492	0.305898	0.33664	0.329187	0.339525	0.356139	0.358516	0.328783	0.329187	0.329187	0.352406	0.297601	0.367909	0.303075	0.312513	0.344593	0.328783	0.299215	0.334886	0.358555	0.305898	0.331459	0.352406	0.288476	0.348927	0.329583	0.303075	0.364156	0.364156	0.329187	0.348293	0.352096	0.321643	0.297601	0.325192	0.320679	0.29819	0.338707	0.307123	0.324556	0.291635	0.297536	0.301428	0.301428	0.304371	0.319107	0.345094	0.31579	0.305898	0.303075	0.316211	0.303075	0.29819
3000	slope	-0.0161339	-0.0427651	-0.0130889	-0.0339977	-0.0271956	-0.00960654	-0.0292328	0.0169133	-7.90022e-05	-0.00480988	0.0011691	0.0283225	0.00034583	0.0110839	-0.0886027	0.004168	0.00753154	0.00165943	-0.0266705	-0.0333068	-0.0197359	-0.0133598	-0.0531734	-0.0182203	-0.0580054	-0.0323841	-0.0933261	-0.0373396	-0.0317738	-0.0218243	-0.014685	-0.0147186	-0.00399572	-0.0348626	-0.0121702	-0.0167762	-1.80928e-05	-0.0534327	-0.02183	0.0129038	-0.0385759	0.0188447	0.00500843	-0.0134516	-0.0304007	-0.00638676	0.0175396	-0.0032855	-0.0430705	-0.046228	-0.0514863	-0.013426	-0.00206239	0.0102172	0.0105844	-0.0257746	-0.0250591	-0.0516827	0.000561433	-0.00931282	-0.007039	-0.0188186	-0.0153743	-0.00547441	-0.0480587	-0.0119344	0.00108229	-0.0677467	-0.068308	-0.0303204	0.00182758	-0.00292802	-0.0913609	0.0102048	-0.0478315	-0.0111014	-0.00105846	0.00468716	0.00957477	-0.0586049	-0.0113136	-0.0583245	-0.0371972	0.0205453	-0.0487113	-0.0113462	-0.0103539	0.0597561	-0.0134356	-0.0554556	-0.0266273	-0.0418433	0.0096052	-0.032313	7.07917e-05	-0.0124264	-0.00759004	-0.0487113	-0.0288312	-0.0188292	0.00162255	-0.093998	0.0205453	-0.0260289	-0.0168901	-0.0154637	-0.0195504	0.0102172	-0.0399374	-0.0169551	-0.0120602	0.0205453	0.0283225	0.00162255	-0.0125094	-0.0234449	-0.0546604	-0.0167762	-0.0422739	-0.0415355	0.0205453	0.0205453	-0.0172906	-0.00961398	-0.0207033	0.00818263	0.0205453	-0.0234449	-0.00976375	-0.00976375	-0.0242255	0.00162255	-0.0805325	-0.0933261	0.00936688	-0.0234449	-0.0230873	0.0597561	-0.0531298	-0.0578089	0.0403195	-0.0361242	-0.0129286	-0.0260645	-0.00715287	0.0421834	0.00548921	-0.044331	-0.000910765	-0.0018812	-0.0886027	-0.097633	-0.0120602	-0.0361242	-0.0168901	-0.0301651	-0.0013817	-0.0195504	-0.0338848	-0.00499775	-0.0484826	0.00810119	-0.0479147	-0.0331516	0.0205453	-0.074137	-0.0484826	-0.0120602	-0.00976375	-0.0056978	0.0304146	-0.00976375	0.0436551	0.00936688	-0.097633	-0.0415355	-0.0197934	0.0102048	-0.00738937	-0.0134464	-0.0246043	-0.0391248	-0.0174825	-0.0415355	-0.0255769	0.0205453	0.00546984	-0.0224716	-0.0241484	0.0205453	-0.0301651	0.0205453	-0.00547441	-0.0255769	0.0225158	0.0205453	-0.0169551	0.0205453	-0.0484826	-0.0414953
3000	intercept	0.234435	0.273638	0.245473	0.259444	0.238686	0.254846	0.254129	0.26014	0.254801	0.26534	0.245735	0.226276	0.249655	0.228822	0.253678	0.248021	0.261326	0.272145	0.265422	0.242448	0.251047	0.259157	0.259882	0.226264	0.246325	0.269812	0.239086	0.283642	0.277755	0.293214	0.238493	0.292819	0.238556	0.288704	0.237934	0.218442	0.256383	0.259473	0.232781	0.240243	0.247649	0.246303	0.249655	0.267729	0.262241	0.253068	0.244574	0.238133	0.226189	0.238229	0.238229	0.25182	0.24381	0.242456	0.229679	0.259921	0.2807	0.251561	0.247434	0.259081	0.246602	0.270534	0.250087	0.25226	0.257197	0.239862	0.255577	0.268782	0.254449	0.257142	0.230715	0.249077	0.239086	0.267389	0.288704	0.262759	0.245521	0.233517	0.253586	0.28936	0.247867	0.286872	0.259658	0.243774	0.250868	0.261515	0.254196	0.262123	0.249235	0.243987	0.244472	0.232379	0.268901	0.266281	0.244252	0.239325	0.265199	0.250868	0.278559	0.23991	0.216276	0.234499	0.241876	0.250043	0.214304	0.257054	0.246194	0.243877	0.28247	0.241133	0.25226	0.245362	0.226276	0.206609	0.27721	0.226875	0.288704	0.216617	0.294676	0.28868	0.241876	0.243774	0.25665	0.261344	0.250559	0.287181	0.239106	0.226875	0.272961	0.272961	0.248033	0.215768	0.282183	0.239086	0.266329	0.226875	0.215768	0.246575	0.288704	0.240678	0.253138	0.29081	0.254314	0.260875	0.257433	0.241876	0.226276	0.283319	0.272009	0.257433	0.239086	0.239086	0.25226	0.29081	0.227939	0.285318	0.257263	0.258756	0.290504	0.2674	0.288704	0.243083	0.237809	0.249513	0.241876	0.21923	0.288704	0.25226	0.272961	0.230917	0.241876	0.272961	0.247349	0.266329	0.241075	0.2901	0.303057	0.267389	0.247406	0.254053	0.244796	0.278602	0.253357	0.287553	0.260546	0.239106	0.228385	0.261097	0.242452	0.241828	0.285318	0.241876	0.25226	0.24884	0.277274	0.241876	0.230184	0.241876	0.288704	0.303065
4000	slope	-0.0544863	-0.0469638	-0.0137133	-0.0542156	-5.55604e-05	-0.0252996	-0.0123682	0.0108128	-0.0308625	0.030165	0.00359544	-0.0330261	-0.0487506	0.0404628	0.00910655	-0.00189164	-0.0407335	0.0125289	0.00334165	-0.0130595	-0.0582538	-0.0256539	-0.00131063	-0.0951756	0.0124427	-0.039783	-0.0607922	-0.0408517	-0.0184498	0.00246169	-0.0326035	-0.0349825	0.00167639	-0.0323188	-0.00776314	0.019152	0.000484239	0.0194609	-0.0456117	0.00297481	0.0368527	-0.015615	0.0175565	-0.0399337	-0.0172103	0.0259321	0.019552	0.0105027	-0.0379519	0.00147422	-0.0285178	0.0112916	-0.0471555	0.0361887	0.0129928	-0.0445902	0.00134968	-0.049544	-0.0283112	-0.0524822	-0.0249737	0.00602722	0.0115173	-0.0343158	-0.0140832	0.00554653	0.0188223	-0.0308684	-0.0425866	-0.0643895	-0.0621548	0.0159819	0.0126329	-0.00931917	0.0263186	-0.0231091	0.0145292	-0.0167193	-0.00297791	-0.0267281	-0.0753946	0.00027724	-0.0204797	-0.0312817	-0.0247933	-0.0480196	0.0115612	-0.0347088	-0.0163038	-0.0205641	-0.0456049	-0.0425071	-0.0681477	-0.0645571	-0.0636429	-0.0399345	-0.0247259	-0.0204027	-0.00671981	-0.0155663	0.0162722	0.00226362	0.0179758	-0.0389599	-0.0138482	-0.00960579	-0.0993989	0.0236945	0.0107555	-0.0262336	-0.0517149	-0.0425071	-0.00489896	-0.0310052	-0.0164461	0.00341101	-0.054755	-0.00846354	-0.0102951	-0.0650341	0.0361887	0.0121694	-0.0425071	0.0259093	-0.0447392	-0.0441618	-0.00960579	-0.0323188	0.00602722	0.00211532	-0.0468551	-0.0396289	0.015144	0.00226362	0.0232629	0.0629499	-0.0562123	-0.076266	0.0736738	-0.054755	-0.0380853	-0.0610708	-0.101668	0.0543028	0.00390812	-0.0185205	-0.0231091	-0.0650341	-0.0310052	-0.054755	-0.0403359	-0.00243577	-0.0261792	-0.0261792	0.0543028	-0.0566914	0.0361887	0.00492633	-0.037409	-0.0425071	-0.0185205	-0.0479086	-0.054755	-0.045979	0.000337593	-0.0377189	0.0150661	-0.0425071	0.0167967	-0.0441618	-0.0316467	-0.00489896	0.0121694	0.00602722	-0.0425071	-0.104656	0.016718	-0.0425071	-0.054755	-0.0583617	-0.0223718	0.00602722	0.000667194	-0.0223718	-0.0712816	-0.0179289	-0.102881	0.0221021	-0.0425071	-0.0377189	0.00111568	-0.0251055	-0.0425071	-0.0517149	0.00111568	-0.000224911	0.00226362	-0.0411151	-0.00452286	0.0262858
4000	intercept	0.220206	0.207752	0.147519	0.208546	0.180908	0.224413	0.226206	0.244634	0.219803	0.223482	0.254456	0.228149	0.214265	0.253103	0.179284	0.193628	0.202268	0.247427	0.242639	0.223306	0.233512	0.208569	0.252737	0.25912	0.221249	0.258688	0.219247	0.233831	0.220757	0.224317	0.186414	0.227774	0.203092	0.194087	0.197705	0.190173	0.209456	0.20619	0.214769	0.218365	0.25048	0.253184	0.2223	0.234783	0.256776	0.17139	0.193078	0.213818	0.252284	0.217811	0.211835	0.213111	0.19154	0.212968	0.257718	0.211842	0.188723	0.262625	0.222265	0.248426	0.178924	0.229818	0.234435	0.234293	0.204024	0.246691	0.228421	0.197512	0.225058	0.213875	0.287323	0.224158	0.223834	0.240881	0.154689	0.219678	0.191866	0.237867	0.224587	0.238055	0.239573	0.233889	0.222236	0.196834	0.22128	0.23699	0.229343	0.248484	0.239151	0.209777	0.253672	0.223115	0.242773	0.253212	0.25408	0.231209	0.22943	0.219037	0.188723	0.180384	0.249648	0.241649	0.235063	0.199464	0.195681	0.255708	0.25979	0.180908	0.229818	0.222713	0.206482	0.245945	0.138054	0.255316	0.245547	0.254301	0.226495	0.17874	0.201065	0.217897	0.187347	0.192503	0.217984	0.228686	0.204851	0.245862	0.255708	0.194087	0.239653	0.19959	0.21175	0.219508	0.156983	0.241649	0.264648	0.271143	0.226495	0.203158	0.217146	0.235593	0.222713	0.194259	0.287558	0.217146	0.259057	0.20073	0.219678	0.217897	0.256083	0.235593	0.216181	0.236907	0.164725	0.156983	0.229757	0.265646	0.180755	0.275485	0.248484	0.224851	0.199497	0.192792	0.247187	0.298483	0.259057	0.256307	0.176957	0.245945	0.253857	0.245862	0.248484	0.138054	0.191866	0.239653	0.224851	0.289669	0.229108	0.205072	0.247931	0.259066	0.237375	0.243987	0.241066	0.237375	0.225907	0.254474	0.286354	0.229818	0.224851	0.256307	0.263667	0.256083	0.205072	0.206482	0.249201	0.263002	0.241649	0.205072	0.245547	0.261269
