generation	param	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100	Hapl1	Hapl2	Hapl3	Hapl4	Hapl5	Hapl6	Hapl7	Hapl8	Hapl9	Hapl10	Hapl11	Hapl12	Hapl13	Hapl14	Hapl15	Hapl16	Hapl17	Hapl18	Hapl19	Hapl20	Hapl21	Hapl22	Hapl23	Hapl24	Hapl25	Hapl26	Hapl27	Hapl28	Hapl29	Hapl30	Hapl31	Hapl32	Hapl33	Hapl34	Hapl35	Hapl36	Hapl37	Hapl38	Hapl39	Hapl40	Hapl41	Hapl42	Hapl43	Hapl44	Hapl45	Hapl46	Hapl47	Hapl48	Hapl49	Hapl50	Hapl51	Hapl52	Hapl53	Hapl54	Hapl55	Hapl56	Hapl57	Hapl58	Hapl59	Hapl60	Hapl61	Hapl62	Hapl63	Hapl64	Hapl65	Hapl66	Hapl67	Hapl68	Hapl69	Hapl70	Hapl71	Hapl72	Hapl73	Hapl74	Hapl75	Hapl76	Hapl77	Hapl78	Hapl79	Hapl80	Hapl81	Hapl82	Hapl83	Hapl84	Hapl85	Hapl86	Hapl87	Hapl88	Hapl89	Hapl90	Hapl91	Hapl92	Hapl93	Hapl94	Hapl95	Hapl96	Hapl97	Hapl98	Hapl99	Hapl100
10	slope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00201764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00774258	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00983571	0.0	0.0	0.0	0.0	0.0	0.00201764	0.0	0.0	0.0	0.00384899	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0012407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00907439	0.00403529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.0149769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00627009	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00391259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	intercept	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.502991	0.5	0.5	0.5	0.502712	0.5	0.5	0.5	0.50933	0.5	0.5	0.5	0.498742	0.5	0.510374	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.502991	0.5	0.5	0.5	0.5	0.51418	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.509044	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.487496	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1000	slope	0.0206565	0.102716	0.024429	0.00185165	0.0203891	0.0218058	0.0230373	0.0251003	0.0433419	0.0442213	0.0243601	0.0358539	0.0281989	0.0119618	0.0119618	-0.00150979	0.0152636	0.00937023	0.0131326	0.0307307	0.0251128	0.0207762	0.00737871	0.00973218	0.0199567	0.0158151	0.00756208	0.0550102	0.01376	0.0196578	0.0116724	0.0475286	-0.00206971	0.0170571	0.0620521	0.0190593	0.00537823	0.0174114	0.017808	0.0359672	0.00773565	0.0278323	0.020463	0.0457205	0.0295612	0.0241847	0.02964	0.0119618	0.0195592	-0.00079032	-0.0168717	0.0517281	0.0155784	0.0151207	0.051016	0.0163477	0.0236517	0.0299296	0.0142652	0.028224	0.0188209	0.000212877	0.0250778	0.041397	0.0149128	0.0371189	0.0204561	0.0301767	0.0252957	0.0457205	0.0301416	0.00554054	0.0104666	0.0152636	0.0233327	0.0580636	0.0334566	0.0304303	0.0236681	0.0012773	0.0127846	0.0149128	0.00965134	0.00807907	0.0288207	0.0230999	0.00878329	0.0334566	0.0135903	0.041397	0.00491886	0.0254246	0.0152774	0.014311	0.0268862	0.0299905	0.018126	-0.00095437	0.0317658	0.0218058	0.041397	0.0218058	0.041397	0.00266933	0.0152636	0.00625281	0.0309362	0.00807907	0.0273523	0.0119618	0.0152636	0.0359816	0.0549277	0.0152636	-0.00868686	0.00755296	-0.00216345	-0.0123688	0.0178111	0.0152636	0.0214709	0.0197264	0.0213885	0.041397	0.00941264	0.0149134	0.00491886	0.0355806	0.0119618	0.042444	0.0203891	0.0218044	0.0356771	0.0309362	0.00356165	-0.00300104	0.0161771	0.0647278	0.00625281	0.0500208	-0.00920854	-0.00436691	0.0119618	0.0152636	0.0127846	0.0279795	0.0119618	0.0041546	0.0119618	0.00218722	0.0562592	0.01376	0.0107345	-0.00237516	0.00788902	0.00625281	0.00537823	-0.0123688	0.0334566	0.0195592	0.0334566	0.0334566	0.0383813	0.0119218	0.0309362	0.0152636	0.0152636	0.0218058	0.0263477	0.0135949	0.0342699	-0.00240582	0.00354581	0.0153172	0.00537823	0.0306483	-0.00512576	0.078063	0.00807907	0.0356771	0.00731698	0.00740955	0.0196369	0.0309362	0.0410519	0.00864291	0.0152636	0.0205312	0.00955944	0.0422506	0.0334566	0.041397	0.0611695	0.00196458	-0.00327837	0.0309362	-0.00444388	0.0408725	0.00625281	0.00537823
1000	intercept	0.384909	0.424553	0.379105	0.377082	0.38753	0.391142	0.387828	0.366967	0.406549	0.395115	0.390704	0.379333	0.367246	0.407257	0.395091	0.403306	0.378663	0.394234	0.353691	0.395637	0.411414	0.386517	0.377082	0.392678	0.397858	0.387776	0.38596	0.384103	0.406155	0.373322	0.386309	0.388176	0.381011	0.384162	0.425433	0.383716	0.405385	0.389941	0.434721	0.380801	0.388346	0.39834	0.387205	0.399713	0.378416	0.393348	0.429821	0.4102	0.425056	0.406642	0.391922	0.46003	0.372735	0.409387	0.421033	0.390249	0.3982	0.371478	0.387168	0.399552	0.385169	0.379241	0.372841	0.381699	0.398255	0.431457	0.39536	0.391224	0.364117	0.399713	0.380316	0.385911	0.392712	0.386823	0.381901	0.406556	0.388442	0.355659	0.390822	0.379241	0.377082	0.386928	0.376351	0.391142	0.350574	0.371813	0.387254	0.391669	0.368909	0.372187	0.358084	0.395046	0.37266	0.394613	0.384273	0.397714	0.38263	0.397858	0.396696	0.391142	0.381699	0.391142	0.372187	0.386646	0.390041	0.368466	0.37722	0.391142	0.400206	0.37816	0.377601	0.4169	0.376525	0.378663	0.403306	0.379241	0.392794	0.379241	0.407319	0.376424	0.388492	0.366808	0.413119	0.372187	0.389968	0.377082	0.358084	0.381544	0.383048	0.4169	0.38753	0.39395	0.386699	0.348696	0.40422	0.40652	0.376424	0.376525	0.368466	0.40675	0.403456	0.386764	0.405517	0.372638	0.353781	0.397499	0.405517	0.37266	0.405517	0.418831	0.371029	0.406155	0.378286	0.400366	0.369872	0.392617	0.405385	0.379241	0.394613	0.427785	0.394613	0.392046	0.377978	0.375634	0.365823	0.376424	0.381196	0.391142	0.406549	0.38897	0.420341	0.403173	0.373958	0.412582	0.405385	0.392842	0.376126	0.397288	0.391142	0.386651	0.397989	0.377082	0.40667	0.369457	0.388676	0.435233	0.378663	0.391142	0.392773	0.388676	0.402576	0.381699	0.385309	0.383687	0.41439	0.348696	0.40652	0.390959	0.392617	0.405385
2000	slope	0.0620516	0.0621231	0.0710813	0.0565847	0.048664	0.062234	0.0754029	0.0574374	0.0723616	0.0412603	0.0445125	0.0471003	0.0795576	0.091954	0.0692994	0.0456945	0.0719163	0.0538717	0.0410782	0.0697969	-0.00265563	0.0761992	0.0619321	0.0995637	0.0710813	0.068872	0.0409286	0.0476645	0.075484	0.0464747	0.031585	0.0695721	0.0743774	0.103598	0.0823218	0.0417771	0.054041	0.0234884	0.0613305	0.0145263	0.0517653	0.0727384	0.0639894	0.0888355	0.109261	0.0541305	0.0183491	0.0673028	0.0675354	0.0760789	0.0774706	0.0236313	0.0398932	0.0870933	0.0490741	0.0859731	0.0869288	0.0345	0.0445125	0.0554501	0.0710813	0.0544236	0.0336315	0.0721703	0.0790183	0.0648646	0.0550137	0.0843738	0.0322111	0.064771	0.0454523	0.073051	0.0682333	0.0521932	0.0602847	0.0640311	0.0661759	0.00796725	0.0323591	0.0942636	0.0693917	0.0527052	0.0756162	0.0723824	0.0649803	0.0182028	0.0470413	0.0654346	0.0380488	0.0843738	0.0901999	0.0290985	0.0639894	0.0487623	0.0336315	0.0385726	0.0316656	0.0714846	-0.000443066	0.0273997	0.0760789	0.0710813	0.0710813	0.102554	0.0326886	0.0710813	0.0740712	0.0103588	0.0780275	0.069282	0.0447433	0.0414372	0.0273997	0.0692994	0.0336315	0.0431458	0.048664	0.0306141	0.031585	0.0336315	0.0337846	0.0467959	0.075508	0.0710813	0.0473533	0.0631727	0.0659169	0.048664	0.0689905	0.00734289	0.0728559	0.0632849	0.0351124	0.0263394	0.0691291	0.0977846	0.0273997	0.0430185	0.0774251	0.0347773	0.0802546	0.0363898	0.0760789	0.0484369	0.0769247	0.0556703	0.0710813	0.0578315	0.0439946	0.0376054	0.0802546	0.0639894	0.0884728	-0.00608927	0.0294189	0.0656281	0.0794468	0.0698621	0.0613305	0.0484369	0.0697614	0.0538717	0.0732592	0.0613305	0.0687434	0.0961262	0.0648646	0.0410477	0.0672526	0.0698621	0.0760789	0.0161539	0.0543083	0.0852158	0.0760789	0.0744555	0.0728085	0.0697738	0.0793671	0.0621231	0.0843738	0.0639894	0.031585	0.0594782	0.0336315	0.0923413	0.102611	0.0545061	0.0721413	0.0562062	0.0861957	0.0886983	0.0843738	0.0480471	0.0861957	0.073379	0.068872	0.0648646	0.0363898	0.0362808
2000	intercept	0.250161	0.210577	0.2239	0.282358	0.219545	0.241032	0.242672	0.244524	0.258495	0.267293	0.243715	0.253892	0.231842	0.274653	0.244835	0.258254	0.272787	0.25187	0.259871	0.234995	0.2648	0.233928	0.2613	0.289244	0.20849	0.261406	0.291461	0.245928	0.23267	0.244765	0.258312	0.23995	0.265598	0.237489	0.216195	0.232054	0.249803	0.253306	0.219545	0.25545	0.237199	0.226462	0.22365	0.236505	0.232571	0.229255	0.269792	0.246693	0.232594	0.209038	0.225111	0.266508	0.253184	0.244487	0.241003	0.289244	0.244139	0.255226	0.234476	0.26714	0.2239	0.245204	0.227067	0.221763	0.250219	0.224397	0.260463	0.2239	0.254892	0.266784	0.263408	0.233511	0.254565	0.224822	0.240099	0.283045	0.24582	0.229828	0.260394	0.211282	0.245007	0.218857	0.239605	0.232422	0.248461	0.247388	0.257467	0.243662	0.231844	0.2239	0.256572	0.281466	0.231809	0.235117	0.227067	0.269322	0.227067	0.248895	0.27173	0.274181	0.237809	0.20849	0.20849	0.258764	0.273786	0.20849	0.276627	0.256996	0.257616	0.223248	0.262949	0.2239	0.274181	0.244835	0.227067	0.254407	0.219545	0.258478	0.258312	0.214371	0.227067	0.263875	0.244971	0.2239	0.255169	0.20849	0.26852	0.219545	0.301932	0.264278	0.296232	0.228571	0.280038	0.270971	0.271886	0.244139	0.274181	0.249521	0.254667	0.254407	0.265953	0.267294	0.2239	0.259849	0.230531	0.243597	0.2239	0.274653	0.257456	0.216853	0.257872	0.23597	0.279604	0.281213	0.208594	0.244971	0.2239	0.273778	0.219545	0.259849	0.268947	0.25187	0.214653	0.219545	0.224895	0.226555	0.224397	0.272219	0.275572	0.296332	0.209038	0.287958	0.229255	0.2239	0.2239	0.23995	0.228571	0.234603	0.255169	0.223424	0.2239	0.262551	0.258312	0.212972	0.2219	0.230942	0.244139	0.219545	0.229366	0.281524	0.262042	0.266685	0.2239	0.249541	0.262042	0.275661	0.266784	0.224397	0.267294	0.24172
3000	slope	0.0277983	0.0648031	0.0768756	0.0503864	0.0534895	0.053137	0.0553027	0.0554131	0.0727582	0.0486834	0.0646481	0.0576581	0.0566409	0.0263038	0.0650618	0.0489397	0.0180585	0.0774417	0.0477403	0.0133856	0.0411672	0.0264528	0.0353572	0.0732008	0.0550478	0.0221554	0.0284643	0.0752077	0.0443243	0.0544676	0.0614966	0.0638748	0.0451418	0.0596203	0.0358589	0.046567	0.063641	0.0316508	0.0702216	0.0629642	0.0577113	0.0521696	0.0180585	0.0531289	0.0860577	0.00548372	0.0378576	0.0346083	0.0358589	0.0547236	0.0598231	0.0485462	0.0710359	0.0680971	0.0546229	0.0656043	0.0834964	0.019706	0.0823703	0.0287679	0.0372626	0.0180359	0.0238812	0.0434363	0.0509012	0.0628836	0.0422779	0.0875855	0.0459847	0.0429556	0.0426079	0.0321301	0.0939855	0.0452343	0.0526557	0.0277983	0.0333024	0.0380457	0.0597209	0.0550478	0.0660057	0.0413686	0.0306642	0.0408692	0.0522745	0.0181572	0.037483	0.0233369	0.0735768	0.046261	0.053137	0.0851769	0.0494776	0.027405	0.0755151	0.0834964	0.0471788	0.0271858	0.0527665	0.0216053	0.087151	0.0400933	0.0534895	0.0276944	0.0784544	0.0148681	0.0805055	0.0180359	0.0953516	0.0570133	0.0708762	0.079495	0.0238812	0.0642331	0.0437948	0.0489397	0.0405757	0.0554457	0.0384181	0.0293762	0.0180585	0.0411672	0.0374283	0.00803628	0.0534895	0.00548372	0.0455358	0.0692303	0.0105134	0.0358589	0.0534895	0.0784544	0.0426079	0.0457454	0.0020435	0.0885884	0.0336315	0.0633202	0.049743	0.106206	0.0276893	0.0638748	0.0180359	0.0676822	0.0807992	0.0550478	0.048312	0.0426795	0.0834964	0.0584937	0.0276893	0.0485462	0.0352449	0.0123157	0.0774417	0.0284795	0.0297135	0.0422779	0.0422779	0.0851769	0.0434363	0.0699982	0.0411672	0.0831417	0.0638748	0.0554457	0.0710716	0.0444256	0.0680971	0.0405757	0.0287679	0.053137	0.0690652	0.0455358	0.0277983	0.0546229	0.0258885	0.0277983	0.0708762	0.0423336	0.0326855	0.0226161	0.0276893	0.0020435	0.0284795	0.101142	0.0238136	0.0466141	0.000445633	0.0380457	0.0353861	0.048312	0.0606015	0.0417989	0.0948394	0.0834964	0.0628836	0.0489397	0.0422779	0.0276893
3000	intercept	0.141861	0.20052	0.179865	0.185561	0.144187	0.155223	0.199356	0.174163	0.161974	0.182735	0.165334	0.169842	0.174331	0.141861	0.186776	0.2021	0.152599	0.17598	0.151143	0.204917	0.15597	0.136021	0.14526	0.189445	0.195729	0.183963	0.15788	0.20951	0.153928	0.153892	0.184352	0.167759	0.1673	0.189914	0.156573	0.167598	0.176037	0.182017	0.165599	0.15611	0.193106	0.141846	0.118123	0.176686	0.183568	0.150647	0.177349	0.17233	0.156573	0.177046	0.175472	0.174468	0.174232	0.143146	0.164685	0.199989	0.175156	0.167216	0.183762	0.146599	0.159744	0.134323	0.142747	0.170599	0.172279	0.144187	0.20052	0.182399	0.17616	0.162844	0.148423	0.136021	0.17904	0.189748	0.154869	0.0995031	0.144658	0.176025	0.157107	0.204353	0.174679	0.165875	0.165432	0.186035	0.140076	0.118123	0.163272	0.156289	0.177862	0.175335	0.177357	0.176185	0.181189	0.162163	0.172735	0.172735	0.165018	0.124816	0.180498	0.161992	0.174438	0.148633	0.130256	0.166693	0.179157	0.186575	0.160506	0.134323	0.186965	0.166456	0.177157	0.171381	0.143247	0.196636	0.153959	0.2021	0.190207	0.163598	0.137558	0.162424	0.143247	0.16196	0.190376	0.1528	0.144187	0.150647	0.154482	0.170627	0.236699	0.157567	0.144187	0.16802	0.148423	0.150941	0.156222	0.167024	0.150785	0.173076	0.164467	0.174438	0.136021	0.17923	0.134323	0.173076	0.179032	0.195729	0.135973	0.178205	0.172735	0.166744	0.136021	0.175706	0.144038	0.181422	0.170627	0.136021	0.127453	0.20052	0.20052	0.149239	0.170599	0.179865	0.14415	0.156716	0.167759	0.163598	0.162238	0.142766	0.156145	0.190207	0.143384	0.177357	0.17164	0.154482	0.143247	0.164685	0.186575	0.141861	0.178628	0.19111	0.164617	0.147639	0.143247	0.144683	0.136021	0.174438	0.151734	0.183013	0.181325	0.176025	0.169622	0.135973	0.164685	0.209202	0.19735	0.175156	0.144187	0.2021	0.20052	0.136021
4000	slope	-0.029491	0.040411	0.0838807	0.00949885	0.00425564	0.0328449	0.0736181	0.0505801	0.0967166	0.0143671	0.0231157	0.0315125	0.0633661	0.0495898	-0.00362321	0.0429487	0.024605	0.0165744	0.0232009	0.0186884	0.0377344	0.0664389	0.0286973	-0.0102776	0.0431839	0.0509663	-0.00788852	0.0480902	0.0572812	0.0761788	0.0570413	-0.00245826	0.0300732	0.0674899	0.0305359	0.0533589	0.0204826	0.0194126	0.0104784	4.67617e-05	0.0736181	0.0243046	0.0829242	0.0652139	0.0474387	0.0265643	0.101427	0.00817554	-0.029491	0.0383608	0.0993901	0.00817554	0.0158033	0.0300732	0.0308268	0.0427357	0.0466914	0.0317088	0.032763	0.0572224	0.0248206	0.0508316	0.0483968	0.0608512	0.0119694	0.0474396	0.0402866	0.04903	0.0566802	0.0597486	0.0612846	-0.00483639	0.0372338	0.0487149	0.0119694	0.0393179	0.0426306	0.00702128	0.0540286	0.0427297	0.0293106	0.0493099	0.0700495	0.0300732	0.0362059	0.0375961	0.0644163	0.0696748	0.0493516	0.0325065	0.0604041	0.00107765	0.0220981	0.078934	0.0237446	0.00995245	0.0292666	0.0331065	-0.00844208	0.049971	0.0823702	-0.00740317	0.0173317	0.0466412	0.0298122	0.0347337	0.0190771	0.0604812	0.0359175	-0.00809737	0.0688135	0.0517008	4.67617e-05	0.0440313	0.076691	0.0500591	0.0450627	0.0110865	0.0123348	0.0175852	0.04903	0.00888258	0.0231947	0.0736181	0.0192125	0.00823067	0.0870775	0.0440313	0.0220981	0.0249595	0.0568098	0.0921789	0.00817554	0.0267346	0.0292666	0.0427357	0.0293106	0.0588957	0.0302515	0.0440313	0.00823067	0.0183458	0.0414053	0.00817554	0.00754698	0.00082391	-0.00788852	0.037244	0.0222643	0.0378217	0.0828435	0.0173317	0.0473043	0.0451278	0.110619	0.0401434	0.0823082	0.0427357	0.0450661	0.0993901	0.0838807	0.0152748	-0.029491	-0.0081003	0.0275609	0.0479207	0.0156751	0.0748742	0.0410701	0.0114978	0.0293106	0.00888258	0.0608228	-0.00130458	0.0362559	0.00797833	0.00817554	0.00702128	-0.0109863	0.0415907	0.0250313	0.0815891	-0.00809737	0.0993901	0.0334857	-0.0156359	0.0359175	0.0508316	0.0825573	0.0401434	0.0993901	0.0710385	0.018839	0.0200787	0.0366536	0.0102133	0.00737728	-0.0373763	0.0401434	0.0770544
4000	intercept	0.0864886	0.0912286	0.0813074	0.110885	0.116013	0.108735	0.0754434	0.0964069	0.0762864	0.124226	0.10607	0.12002	0.0934725	0.0857097	0.0838653	0.0915414	0.136007	0.0977288	0.0952479	0.0857097	0.125349	0.116661	0.0842091	0.0836366	0.0977221	0.121982	0.0944726	0.116067	0.0990738	0.0546162	0.0897649	0.122635	0.0703302	0.113158	0.087023	0.102513	0.084183	0.0917157	0.134761	0.0995992	0.0754434	0.0769328	0.130145	0.0993687	0.114927	0.124911	0.061813	0.0921432	0.0864886	0.0975261	0.0604372	0.0923912	0.114786	0.0916551	0.0779911	0.0886345	0.1083	0.0880057	0.0961038	0.0892543	0.0900745	0.119688	0.0889747	0.0977423	0.0687196	0.108286	0.102658	0.0542918	0.0847566	0.102246	0.0835542	0.10382	0.11558	0.085413	0.0687196	0.102573	0.111232	0.102798	0.108337	0.120351	0.0913786	0.0703586	0.0855057	0.0703302	0.0966139	0.130781	0.107762	0.0793005	0.103108	0.0927659	0.0976927	0.111277	0.0868686	0.0889482	0.080085	0.103058	0.0710499	0.0824931	0.0993516	0.0976927	0.113607	0.103597	0.0792035	0.0745522	0.137712	0.0982721	0.0913786	0.0857097	0.0794303	0.10663	0.124837	0.0870752	0.0995992	0.0870752	0.10597	0.125864	0.115203	0.0687196	0.10275	0.0886345	0.0550075	0.102089	0.0788659	0.0754434	0.080546	0.108226	0.0813074	0.100909	0.0919804	0.0953864	0.151484	0.061813	0.0921432	0.0687196	0.0864275	0.0886345	0.0913786	0.130568	0.0773211	0.102379	0.110594	0.15353	0.112129	0.0921432	0.080546	0.0972864	0.0830054	0.109775	0.0913786	0.114177	0.102919	0.0792035	0.0999725	0.104949	0.0813074	0.122029	0.061813	0.0886345	0.0805366	0.0604372	0.0813074	0.0730291	0.0864886	0.0760533	0.0845975	0.108665	0.0910786	0.0813074	0.118744	0.0771036	0.0913786	0.102089	0.101952	0.0781507	0.101952	0.083067	0.0840448	0.115395	0.0855449	0.0793542	0.0868686	0.111015	0.10663	0.0604372	0.0687196	0.0972864	0.0801487	0.119688	0.112941	0.122029	0.0604372	0.130568	0.0518395	0.0877933	0.101121	0.0719713	0.0752016	0.107938	0.122029	0.129013
