generation	param	Ind1	Ind2	Ind3	Ind4	Ind5	Ind6	Ind7	Ind8	Ind9	Ind10	Ind11	Ind12	Ind13	Ind14	Ind15	Ind16	Ind17	Ind18	Ind19	Ind20	Ind21	Ind22	Ind23	Ind24	Ind25	Ind26	Ind27	Ind28	Ind29	Ind30	Ind31	Ind32	Ind33	Ind34	Ind35	Ind36	Ind37	Ind38	Ind39	Ind40	Ind41	Ind42	Ind43	Ind44	Ind45	Ind46	Ind47	Ind48	Ind49	Ind50	Ind51	Ind52	Ind53	Ind54	Ind55	Ind56	Ind57	Ind58	Ind59	Ind60	Ind61	Ind62	Ind63	Ind64	Ind65	Ind66	Ind67	Ind68	Ind69	Ind70	Ind71	Ind72	Ind73	Ind74	Ind75	Ind76	Ind77	Ind78	Ind79	Ind80	Ind81	Ind82	Ind83	Ind84	Ind85	Ind86	Ind87	Ind88	Ind89	Ind90	Ind91	Ind92	Ind93	Ind94	Ind95	Ind96	Ind97	Ind98	Ind99	Ind100	Hapl1	Hapl2	Hapl3	Hapl4	Hapl5	Hapl6	Hapl7	Hapl8	Hapl9	Hapl10	Hapl11	Hapl12	Hapl13	Hapl14	Hapl15	Hapl16	Hapl17	Hapl18	Hapl19	Hapl20	Hapl21	Hapl22	Hapl23	Hapl24	Hapl25	Hapl26	Hapl27	Hapl28	Hapl29	Hapl30	Hapl31	Hapl32	Hapl33	Hapl34	Hapl35	Hapl36	Hapl37	Hapl38	Hapl39	Hapl40	Hapl41	Hapl42	Hapl43	Hapl44	Hapl45	Hapl46	Hapl47	Hapl48	Hapl49	Hapl50	Hapl51	Hapl52	Hapl53	Hapl54	Hapl55	Hapl56	Hapl57	Hapl58	Hapl59	Hapl60	Hapl61	Hapl62	Hapl63	Hapl64	Hapl65	Hapl66	Hapl67	Hapl68	Hapl69	Hapl70	Hapl71	Hapl72	Hapl73	Hapl74	Hapl75	Hapl76	Hapl77	Hapl78	Hapl79	Hapl80	Hapl81	Hapl82	Hapl83	Hapl84	Hapl85	Hapl86	Hapl87	Hapl88	Hapl89	Hapl90	Hapl91	Hapl92	Hapl93	Hapl94	Hapl95	Hapl96	Hapl97	Hapl98	Hapl99	Hapl100
10	slope	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00166308	0.0	0.0	0.0121356	-0.00310764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000542625	0.0	0.0	0.0	0.0	0.0	-0.00437786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	-0.00200927	0.0	0.0	0.0	0.0	0.0	0.0	-0.00284672	0.0	0.0	0.0	0.0	0.0	-0.00437786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00631169	0.0
10	intercept	0.5	0.503975	0.501046	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.503643	0.492922	0.5	0.5	0.497693	0.5	0.5	0.5	0.5	0.5	0.5	0.495429	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.511505	0.5	0.5	0.5	0.5	0.484542	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.506482	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.495158	0.5	0.523601	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.5
1000	slope	-0.00596178	-0.0191511	-0.012657	0.00132198	-0.000483032	-0.0072608	-0.0268488	-0.00717766	-0.00239116	-0.0262526	-0.0141105	-0.0203025	-0.0127466	-0.023994	-0.0108363	-0.0104948	0.00609268	-0.00693556	-0.0248466	-0.00784376	-0.0122304	0.000179078	-0.0271402	-0.0277452	-0.033187	-0.00105122	-0.0310181	0.0121131	-0.00851171	-0.00989061	-0.0231188	-0.0127459	-0.023755	-0.00284337	0.00024605	-0.0273205	-0.0333365	-0.0466169	-0.0189847	-0.0191579	0.0164713	0.0071475	-0.0211097	-0.00984544	-0.00806469	-0.00956716	0.00197177	-0.0336228	-0.0250681	-0.00125629	-0.0207042	-0.0273205	0.0161087	-0.0137035	-0.0194927	-0.0123495	0.000641238	-0.0130722	-0.000630146	-0.00640673	0.0192168	-0.0207009	-0.00289507	-0.00790433	-0.0119105	-0.00242717	-0.0166008	-0.0305936	0.0133247	-0.00468812	-0.0104325	-0.0344028	-0.0357796	-0.0121471	-0.0255591	-0.00927363	0.0104517	-0.0454269	-0.0250111	-0.0305502	0.000288869	-0.00971298	-0.00260887	-0.0230095	0.0252624	-0.0300063	-0.0316896	-0.0273205	-0.000377683	0.021039	0.00271442	0.0022047	-0.000531704	-0.0087947	-0.00372726	-0.0209848	-0.0280127	-0.0139347	-0.0228883	-0.0238084	-0.0360903	7.22911e-05	-0.0340808	0.00732344	-0.0304308	-0.0410809	-0.0393866	-0.0199351	-0.0154254	-0.0223011	-0.00746322	-0.0218949	-0.0169975	-0.0305936	-0.000259125	0.0135038	-0.000630146	0.0312033	-0.00295578	-0.0410809	-0.000259125	0.0196584	-0.0278591	0.0196584	-0.00289507	-0.0191511	-0.0278591	-0.0402713	-0.0340808	-0.0278591	-0.000483032	-0.0250475	0.038868	0.00322414	0.0128407	-0.0169975	-0.000630146	-0.00927363	-0.0578496	0.0029323	-0.0169975	0.0312033	-0.00956021	-0.0131882	-0.00222245	0.0319783	-0.029419	-0.016704	-0.000320847	-0.0281893	-0.041048	-0.0231321	-0.0305936	-0.00746322	-0.00915898	-0.0154254	0.0152574	-0.0340808	-0.0169975	-0.00295578	-0.0245015	0.023286	-0.00289507	-0.0278591	0.0022047	-0.0199351	-0.0402713	-0.0184031	-0.0191511	-0.0231321	-0.0188015	-0.0395011	-0.0305936	-0.0199351	-0.000630146	-0.0360903	-0.00499587	-0.0410809	0.0022047	-0.000434519	-0.03418	-0.0305936	-0.0497802	-0.0199351	-0.0169975	-0.00743772	0.021039	-0.00289507	-0.0410809	-0.0360903	-0.0223011	-0.00819706	-0.0278591	-0.0221592	-0.041048	-0.0316814	-0.0278591	-0.0141699	-0.00746322	-0.0141699
1000	intercept	0.529508	0.520827	0.562621	0.552262	0.51727	0.551178	0.54552	0.558219	0.533055	0.529658	0.527598	0.526027	0.539324	0.528293	0.520827	0.524332	0.556502	0.536624	0.522246	0.530477	0.529605	0.521143	0.527476	0.527136	0.555295	0.519159	0.544988	0.545656	0.525683	0.536551	0.508868	0.527854	0.549326	0.518615	0.548831	0.533366	0.520192	0.54405	0.550596	0.550479	0.545725	0.540452	0.533323	0.523049	0.521195	0.537417	0.553478	0.559764	0.529371	0.544772	0.533043	0.536084	0.536736	0.525089	0.548063	0.523108	0.546873	0.54302	0.552276	0.552277	0.532195	0.523279	0.510659	0.529528	0.510764	0.571155	0.525513	0.530994	0.548753	0.552955	0.511108	0.535545	0.531045	0.543917	0.531188	0.485588	0.516434	0.533213	0.525967	0.538943	0.509494	0.546238	0.537799	0.548591	0.538404	0.554261	0.526871	0.525066	0.541476	0.517897	0.543039	0.519688	0.534278	0.529727	0.518049	0.549364	0.536782	0.540101	0.54364	0.563585	0.553081	0.56772	0.52616	0.543854	0.536916	0.527355	0.532275	0.525076	0.560628	0.530976	0.490739	0.558385	0.562621	0.532629	0.53957	0.537126	0.552276	0.503495	0.572419	0.527355	0.515352	0.55618	0.571775	0.55618	0.517138	0.502719	0.571155	0.555033	0.531739	0.571775	0.51727	0.55505	0.520536	0.56639	0.564296	0.562621	0.545283	0.500376	0.539071	0.56639	0.568471	0.503495	0.560628	0.533366	0.51497	0.506579	0.541794	0.52955	0.519203	0.515202	0.540564	0.515202	0.569707	0.490739	0.527598	0.560628	0.533283	0.52616	0.562621	0.564895	0.538815	0.506579	0.517138	0.571155	0.519688	0.525076	0.555033	0.514792	0.520827	0.515202	0.527598	0.534438	0.532629	0.526085	0.545283	0.553081	0.535621	0.527355	0.519688	0.543897	0.541435	0.532629	0.540757	0.513502	0.562621	0.51727	0.517897	0.510659	0.527355	0.547479	0.530976	0.490739	0.571155	0.539071	0.540564	0.539071	0.571775	0.537189	0.490739	0.537189
2000	slope	-0.0261522	-0.0142158	-0.00377368	-0.0229759	-0.0179893	0.000723042	-0.0204928	-0.0138238	-0.0310216	-0.00433293	0.0127413	-0.0193896	-0.00248905	0.0452996	-0.00377368	0.00204472	-0.0241311	-0.0337033	-0.0117619	-0.0429903	-0.0314845	-0.00636742	0.00917043	0.0261264	0.00407549	0.0114972	-0.0136557	0.000619782	0.0200945	-0.0199207	0.0287863	0.0129611	0.0137193	0.00367725	-0.00702657	-0.0210648	-0.016519	0.0155722	-0.00561487	0.00621703	-0.0143619	0.0207057	-0.0051678	-0.00685865	-0.00266328	-0.0141811	-0.00353563	-0.0179893	-0.0127313	-0.0314845	0.0299077	-0.0145162	0.0236026	-0.0308081	0.00539949	0.0167077	-0.0070646	0.0223562	0.000869293	-0.0185569	0.00332162	-0.0123636	-0.0106074	-0.00342915	0.0402444	-0.00227214	-0.0270387	-0.00983243	0.0223562	-0.0111052	-0.0054881	0.0117576	0.00101184	-0.0226288	-0.0143984	-0.016847	-0.0191316	-0.0549198	-0.0202218	-0.0205203	-0.0212895	0.0393399	0.00570073	-0.00967466	0.0112392	0.00654814	0.00572987	-0.00319821	0.00188089	-0.0104023	0.0202596	0.00187995	0.0148019	-0.01015	-0.00681344	0.00502297	-0.016847	0.030765	0.0287489	-0.0221268	-0.00991414	-0.0315342	0.0287489	0.0223562	-0.0247662	-0.0689735	0.0039092	0.00587082	0.00497863	-0.016847	-0.00121873	-0.018448	-0.00282071	-0.0193896	0.0111503	0.0039092	0.00497863	-0.0375704	-0.00121873	-0.0314123	-0.0223199	-0.0526875	-0.0223051	0.0119695	0.0391939	-0.00788011	-0.00991414	0.0223562	-0.00296812	0.0039092	0.023181	-0.0125751	0.0287489	-0.00282071	-0.0152026	-0.0424605	-0.00121873	-0.0142052	-0.0326558	-0.0332932	-0.00121873	-0.0125751	-0.0223199	0.0223562	-0.0332932	-0.0494838	0.0203045	0.016455	-0.0344337	0.0203045	-0.0185224	-0.0326558	0.0203045	-0.06471	-0.0332932	0.00497863	-0.0332932	-0.06471	-0.0142052	0.0579489	-0.00996319	0.0129932	-0.00121686	-0.0162479	-0.0767445	0.0039092	-0.016847	-0.0252826	-0.018448	-0.00991414	-0.0526875	-0.0118873	-0.0278591	-0.00121873	0.0223562	-0.018448	0.0164759	0.00587082	-0.016847	-0.0281917	-0.0149579	-0.016847	0.00969322	-0.0306265	0.00439486	-0.0238572	0.0132623	0.0223562	-0.00706575	0.0223562	0.0203045	-0.0193896	0.0299077	0.0203045	-0.016847	-0.00991414	-0.0193896	-0.012283	-0.0241311	-0.0278713
2000	intercept	0.577699	0.564687	0.580221	0.584968	0.588633	0.596917	0.564881	0.561828	0.551468	0.566192	0.577192	0.582627	0.551051	0.564881	0.583036	0.572082	0.564785	0.563104	0.567521	0.566703	0.565238	0.580786	0.564553	0.605726	0.602408	0.577333	0.582978	0.600011	0.536754	0.564886	0.551095	0.576468	0.551221	0.583861	0.553196	0.586038	0.591088	0.525876	0.536822	0.583115	0.579937	0.586079	0.576715	0.563111	0.588289	0.578651	0.574501	0.588633	0.582906	0.563491	0.600692	0.572735	0.600326	0.584567	0.589231	0.553446	0.545668	0.613113	0.572082	0.599195	0.601343	0.587732	0.591088	0.585344	0.567467	0.600563	0.569252	0.584706	0.6205	0.576356	0.588344	0.557817	0.569433	0.586716	0.564844	0.595706	0.576439	0.563604	0.555722	0.575842	0.574676	0.584989	0.553827	0.569951	0.588735	0.601266	0.583848	0.583519	0.570219	0.590894	0.570225	0.550603	0.54909	0.596107	0.583894	0.58899	0.600828	0.586406	0.587475	0.559584	0.57701	0.556708	0.587475	0.605726	0.513154	0.587131	0.593071	0.57586	0.545128	0.572831	0.522824	0.584567	0.584561	0.582627	0.587036	0.582327	0.547514	0.582469	0.553693	0.586978	0.604268	0.526621	0.581349	0.572082	0.606857	0.574636	0.572735	0.605726	0.553693	0.583652	0.538039	0.550057	0.595084	0.573565	0.573108	0.574029	0.553693	0.594295	0.595472	0.613651	0.550365	0.550057	0.604268	0.605726	0.606785	0.584567	0.516668	0.530853	0.560482	0.516668	0.578955	0.595472	0.530853	0.526621	0.613651	0.547514	0.613651	0.526621	0.594295	0.562321	0.583702	0.584411	0.59531	0.550057	0.59152	0.573383	0.600828	0.571249	0.574102	0.5834	0.526621	0.574636	0.576182	0.553693	0.6205	0.585788	0.545128	0.57586	0.595706	0.607022	0.580728	0.595706	0.598968	0.584567	0.551869	0.574636	0.583702	0.605726	0.589299	0.605726	0.530853	0.582627	0.60502	0.516668	0.595706	0.572735	0.582627	0.57902	0.568247	0.607802
3000	slope	-0.0104598	-0.0353078	-0.0377518	0.00558307	-0.0492722	0.0282103	0.0121466	-0.0229561	0.0246118	0.00504967	-0.0428646	-0.0291562	-0.0347264	0.00877276	-0.0291169	-0.0506831	-0.0261753	-0.00778605	-0.00723996	-0.0350098	-0.0166211	-0.000236132	0.0121966	-0.00327915	-0.0207116	-0.0100882	-0.0178703	-0.017246	0.0126585	0.026979	-0.0385786	-0.00859456	0.0191531	-0.000349959	-0.0211249	0.0338827	-0.0128424	-0.0400728	-0.0426433	-0.0113893	-0.0308417	-0.0459869	0.015689	-0.00872481	-0.0464075	0.00662851	0.00553122	-0.0136272	-0.0319394	0.0286562	-0.0137248	-0.0304325	-0.0351702	-0.0369035	-0.0145507	0.0263501	-0.00457961	0.000251839	-0.0441357	-0.0252417	-0.0502603	-0.0320636	-0.01597	-0.0238162	0.0199185	-0.0193288	0.000825141	-0.0179384	-0.0472927	-0.0196654	-0.0243097	0.0244826	0.0126644	-0.0204418	0.00254128	0.036223	-0.0360194	-0.0187831	0.027033	-0.0101584	0.00205189	-0.000956679	0.00632037	-0.00268643	-0.0229659	-0.0206821	0.0398709	-0.0212019	0.00424792	-0.0302187	-0.0326027	0.00339884	-0.0175988	-0.0055328	-0.000848155	0.00591929	-0.0145443	0.0325397	0.00993177	-0.0160064	-0.0722904	0.00583505	-0.0164699	-0.0548892	0.0326184	0.00774985	0.0178286	-0.0464075	-0.0467104	-0.0464075	-0.0473186	0.00768949	-0.0264883	-0.048609	-0.0462079	-0.0264883	-0.0128424	0.0133779	-0.0129544	0.0177206	0.0378904	0.00134381	0.0178286	0.0191531	0.0178286	-0.00364195	-0.0264883	-0.0370455	-0.0400728	-0.0434666	0.0126644	-0.0389029	-0.0264883	-0.0302187	0.0224534	0.0300705	-0.0160888	0.00134381	0.00583505	0.00134381	0.0441241	-0.0336947	-0.037931	0.0458592	-0.0404604	0.0256361	-0.00524472	0.0191531	-0.0302855	-0.0390875	-0.0369772	0.0546554	0.00662851	-0.038717	-0.0591963	0.00964494	-0.035631	-0.0302187	0.0191531	-0.02463	-0.00221178	-0.0535496	-0.0253581	-0.0370455	-0.0305428	-0.0305428	-0.00765068	-0.035631	0.0191531	-0.0104234	0.0381594	-0.0330768	-0.0154822	-0.0169396	0.0300705	-0.0138661	-0.0264883	-0.0160888	0.0318204	0.0300705	0.0139089	-0.0722904	-0.0253581	-0.00221178	-0.00430409	-0.0160888	0.00595437	-0.00221178	-0.00545173	-0.0399873	-0.0370455	0.0138146	0.0300705	-0.0264883	0.0177206	-0.0464075	0.0191531	0.0141064	0.00662851	0.0178286
3000	intercept	0.580092	0.552247	0.586965	0.623849	0.54633	0.638747	0.588115	0.573336	0.637342	0.613297	0.555848	0.616929	0.602947	0.617314	0.5478	0.628892	0.561357	0.568181	0.604305	0.591391	0.59708	0.622845	0.626718	0.560925	0.620134	0.614818	0.541781	0.632197	0.589339	0.619134	0.515478	0.563592	0.640446	0.603166	0.614456	0.57744	0.572787	0.512797	0.588787	0.579939	0.599568	0.567488	0.611566	0.566469	0.625254	0.59067	0.628077	0.63285	0.587769	0.623168	0.576599	0.553682	0.510391	0.582781	0.597472	0.643256	0.580548	0.593961	0.539207	0.63149	0.579938	0.569915	0.569751	0.599228	0.569173	0.602416	0.571376	0.552704	0.568323	0.591938	0.604162	0.608943	0.617218	0.597418	0.614213	0.604613	0.581965	0.594084	0.585147	0.626158	0.588979	0.568665	0.622139	0.596309	0.607281	0.551686	0.565591	0.542936	0.548642	0.56124	0.602524	0.587545	0.632341	0.600843	0.569504	0.614414	0.563319	0.623168	0.590908	0.595562	0.600975	0.5422	0.563525	0.538189	0.577265	0.564637	0.626799	0.625254	0.624302	0.625254	0.538189	0.564637	0.603791	0.624302	0.595366	0.6016	0.572787	0.666169	0.568243	0.633081	0.6193	0.57117	0.601358	0.640446	0.601358	0.572955	0.61109	0.510391	0.515598	0.519962	0.617218	0.612547	0.61109	0.56124	0.643082	0.634239	0.560402	0.57117	0.5422	0.571628	0.602756	0.592942	0.538189	0.553741	0.61181	0.631797	0.578144	0.640446	0.540225	0.629254	0.511725	0.598124	0.59067	0.616017	0.595366	0.624679	0.505059	0.56124	0.640446	0.6016	0.562935	0.619256	0.586148	0.540225	0.588896	0.611451	0.58318	0.50255	0.655695	0.569294	0.60589	0.622535	0.637112	0.601797	0.613063	0.564637	0.580813	0.560402	0.609232	0.613063	0.620769	0.600975	0.586148	0.58307	0.59067	0.560402	0.560906	0.562935	0.550146	0.624339	0.538233	0.631797	0.623809	0.580813	0.626014	0.625254	0.640446	0.613194	0.59067	0.601358
4000	slope	-0.0584305	-0.0930428	-0.0275723	-0.0403882	-0.0821638	-0.0536684	-0.0410943	-0.0646284	-0.061629	0.00028739	-0.0158944	-0.0582843	-0.0232646	-0.0760502	-0.0173737	-0.051837	-0.0101003	-0.058312	-0.0480276	-0.0506576	-0.051276	-0.0106027	-0.0447754	-0.0132837	-0.0573036	-0.0953246	-0.00947177	-0.0115343	-0.0484821	-0.0597517	-0.0597967	0.033329	-0.0479203	-0.0454413	-0.0311616	-0.057789	-0.0685767	-0.068904	-0.0438488	0.0172593	-0.0722794	0.00882692	-0.117768	-0.0191234	-0.0639326	-0.0554985	-0.0353236	-0.0486154	0.0312539	-0.0560608	-0.0435672	-0.064883	-0.0784901	-0.0120936	-0.051004	-0.0733276	-0.0460211	-0.069736	-0.0343731	-0.0120285	-0.0535165	-0.0683174	-0.0501955	-0.00237378	-0.0129951	-0.0166934	-0.0634187	-0.0556394	-0.0392316	-0.0498873	0.0130182	-0.044244	-0.0459414	-0.0675147	-0.0101003	-0.076433	-0.0423078	-0.0405248	-0.0543334	-0.0675795	0.00492018	-0.0536684	-0.00363547	0.0365874	-0.00375434	-0.0276818	-0.0429327	-0.0104183	-0.0672754	-0.0398628	-0.0135093	-0.0722794	-0.0691123	-0.0606253	-0.0289764	-0.0306894	-0.016072	-0.0129683	-0.0654091	-0.0305201	-0.117768	0.0077149	-0.0490262	-0.0373415	-0.0769889	-0.0471052	-0.0917003	-0.0683174	-0.0881961	-0.00976429	-0.068904	-0.105805	-0.0560608	0.0251879	-0.019734	0.0172593	-0.0604474	-0.0193712	-0.0784901	-0.0784901	-0.0492338	-0.0580809	-0.086802	-0.068904	-0.051276	-0.051276	-0.0316746	0.0251879	-0.0493408	-0.0874633	-0.0722794	-0.051276	-0.0722794	-0.00370149	-0.0371737	0.0175174	-0.0497379	-0.051276	-0.0738569	-0.0479203	-0.0543334	-0.0683174	-0.0129683	-0.051276	-0.0453744	-0.0671231	-0.051276	-0.0470291	-0.0490262	-0.0671231	-0.0491107	-0.0294958	-0.0454413	0.0172593	-0.0492338	-0.0784901	-0.0490262	0.00214949	-0.0101003	-0.068904	-0.0683174	-0.0821638	-0.0872921	-0.0191838	-0.072881	-0.0528656	-0.051276	-0.0435593	-0.00141607	-0.068836	-0.0577634	-0.0722794	-0.03169	-0.0702696	-0.0467056	0.0616979	-0.0533005	-0.117768	-0.0511617	-0.0511617	-0.0635984	-0.0390591	-0.0675795	0.0262982	0.0300705	0.00214949	-0.0760502	-0.049375	-0.0656573	0.0236656	0.0172593	-0.0316746	-0.068904	-0.0696915	-0.0975822	-0.0760502	-0.0493408	-0.0612507	0.0300705	0.0300705
4000	intercept	0.603117	0.603002	0.572275	0.578736	0.631461	0.626378	0.557356	0.579162	0.600368	0.644638	0.600977	0.630571	0.552065	0.576564	0.622051	0.563293	0.523284	0.594446	0.575	0.613342	0.609108	0.638972	0.610724	0.609662	0.580522	0.602834	0.641041	0.5248	0.602829	0.584526	0.612728	0.64006	0.60535	0.650055	0.604097	0.593114	0.597584	0.572026	0.612257	0.59637	0.569876	0.579955	0.585899	0.642604	0.608371	0.591328	0.563153	0.595936	0.621761	0.613425	0.591046	0.619799	0.643942	0.578731	0.555265	0.563454	0.57812	0.597277	0.544828	0.635227	0.564596	0.620105	0.558925	0.62602	0.639265	0.621297	0.570912	0.562665	0.574782	0.597445	0.558609	0.575309	0.605864	0.611103	0.523284	0.602466	0.558868	0.567883	0.544834	0.577802	0.591925	0.609388	0.596547	0.621681	0.587579	0.63432	0.628487	0.504492	0.627032	0.591991	0.509758	0.551518	0.622443	0.598044	0.619164	0.524693	0.575397	0.526316	0.622138	0.55338	0.587707	0.559881	0.536824	0.532915	0.619477	0.628745	0.595433	0.620105	0.589203	0.503918	0.572026	0.59484	0.611901	0.589166	0.523096	0.59637	0.613425	0.511492	0.643942	0.642163	0.591328	0.604255	0.578563	0.572026	0.609108	0.600411	0.572425	0.594123	0.591899	0.585899	0.569876	0.609108	0.569876	0.625513	0.586677	0.648872	0.615497	0.604154	0.583888	0.60535	0.544834	0.620105	0.526316	0.59616	0.59616	0.590737	0.609108	0.613176	0.536824	0.590737	0.587242	0.613464	0.664509	0.59637	0.591328	0.639421	0.536824	0.63872	0.523284	0.572026	0.620105	0.627395	0.573217	0.52729	0.619768	0.597564	0.627317	0.587242	0.631408	0.575064	0.536824	0.569876	0.572425	0.577497	0.631461	0.639484	0.576913	0.585899	0.631461	0.631461	0.572714	0.590913	0.577802	0.621761	0.665104	0.63872	0.576564	0.56334	0.587242	0.625513	0.59637	0.572425	0.568808	0.580409	0.585899	0.58336	0.591899	0.589684	0.638614	0.665104
