"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10	"slope"	2.8507e-06
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10	"intercept"	0.49985383
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	5000	"slope"	-0.157289747
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	5000	"intercept"	0.22638722
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10000	"slope"	-0.1940590395
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10000	"intercept"	0.24550847
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	15000	"slope"	-0.225191215
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	15000	"intercept"	0.26536677
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	20000	"slope"	-0.233414885
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	20000	"intercept"	0.28004769
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	25000	"slope"	-0.23008543
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	25000	"intercept"	0.275493635
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	30000	"slope"	-0.219968515
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	30000	"intercept"	0.268011515
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	35000	"slope"	-0.2246038775
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	35000	"intercept"	0.27349308
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	40000	"slope"	-0.228768532
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	40000	"intercept"	0.27432532
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	45000	"slope"	-0.26001954
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	45000	"intercept"	0.299303775
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	50000	"slope"	-0.2669138
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	50000	"intercept"	0.305585525
