"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	10	"slope"	1.7050175e-05
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	10	"intercept"	0.50005205
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	5000	"slope"	-0.1092632715
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	5000	"intercept"	0.50589325
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	10000	"slope"	-0.20603015
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	10000	"intercept"	0.56395667
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	15000	"slope"	-0.263152165
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	15000	"intercept"	0.603578345
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	20000	"slope"	-0.344755675
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	20000	"intercept"	0.65293252
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	25000	"slope"	-0.40339249
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	25000	"intercept"	0.698067515
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	30000	"slope"	-0.4225543
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	30000	"intercept"	0.70479028
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	35000	"slope"	-0.44139659
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	35000	"intercept"	0.7227218
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	40000	"slope"	-0.49619779
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	40000	"intercept"	0.762152015
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	45000	"slope"	-0.501736415
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	45000	"intercept"	0.757392025
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	50000	"slope"	-0.51168663
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	50000	"intercept"	0.76469441
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	55000	"slope"	-0.514013425
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	55000	"intercept"	0.767666795
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	60000	"slope"	-0.56844663
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	60000	"intercept"	0.80648114
"0.05"	"0.0"	"0.45"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5355384970589885089"	65000	"slope"	-0.547567255
