"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	10	"slope"	-5.99365e-06
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	10	"intercept"	0.49999884
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	5000	"slope"	-0.05298691295
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	5000	"intercept"	0.514382085
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	10000	"slope"	-0.11307602475
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	10000	"intercept"	0.553411745
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	15000	"slope"	-0.1566184765
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	15000	"intercept"	0.587935455
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	20000	"slope"	-0.2153431035
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	20000	"intercept"	0.6285806
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	25000	"slope"	-0.2696168975
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	25000	"intercept"	0.662354485
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	30000	"slope"	-0.30271729
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	30000	"intercept"	0.68516607
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	35000	"slope"	-0.335737115
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	35000	"intercept"	0.70533988
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	40000	"slope"	-0.37214422
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	40000	"intercept"	0.74026415
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	45000	"slope"	-0.388046935
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	45000	"intercept"	0.74101087
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	50000	"slope"	-0.413568575
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	50000	"intercept"	0.766046625
"0.05"	"0.0"	"0.65"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5306281880153774442"	55000	"slope"	-0.3332853
