"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	10	"slope"	5.1554735e-05
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	10	"intercept"	0.500238835
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	5000	"slope"	-0.058812907605
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	5000	"intercept"	0.4280101
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	10000	"slope"	-0.16675232
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	10000	"intercept"	0.49751744
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	15000	"slope"	-0.25278907
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	15000	"intercept"	0.5544602
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	20000	"slope"	-0.350984055
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	20000	"intercept"	0.617405345
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	25000	"slope"	-0.393452755
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	25000	"intercept"	0.64092529
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	30000	"slope"	-0.43788388
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	30000	"intercept"	0.67012979
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	35000	"slope"	-0.45892443
"0.05"	"0.0"	"0.35"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4258162894462678148"	35000	"intercept"	0.690774295
