"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10	"slope"	-0.00011519047
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10	"intercept"	0.499985985
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	5000	"slope"	-0.1552518825
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	5000	"intercept"	0.22615966
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10000	"slope"	-0.189114905
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	10000	"intercept"	0.243750885
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	15000	"slope"	-0.222778475
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	15000	"intercept"	0.26785512
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	20000	"slope"	-0.23701814
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	20000	"intercept"	0.28230085
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	25000	"slope"	-0.23426476
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	25000	"intercept"	0.278557565
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	30000	"slope"	-0.21453423
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	30000	"intercept"	0.26624154
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	35000	"slope"	-0.225410685
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	35000	"intercept"	0.268804665
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	40000	"slope"	-0.22759266
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	40000	"intercept"	0.276162045
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	45000	"slope"	-0.26324016
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	45000	"intercept"	0.30478315
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	50000	"slope"	-0.268439745
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	50000	"intercept"	0.30660364
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	55000	"slope"	-0.263748095
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	55000	"intercept"	0.30564136
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	60000	"slope"	-0.23443873
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	60000	"intercept"	0.280977765
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	65000	"slope"	-0.22873411
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	65000	"intercept"	0.27124177
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	70000	"slope"	-0.23964389
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	70000	"intercept"	0.289355175
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	75000	"slope"	-0.23211458
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	75000	"intercept"	0.27771637
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	80000	"slope"	-0.221429165
"0.05"	"0.0"	"0.05"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"2011350077970210362"	80000	"intercept"	0.2686381
