"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	10	"slope"	0.00011613944
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	10	"intercept"	0.50020129
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	5000	"slope"	-0.03147341622
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	5000	"intercept"	0.510211915
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	10000	"slope"	-0.1001037517
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	10000	"intercept"	0.555911725
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	15000	"slope"	-0.1674888915
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	15000	"intercept"	0.609346725
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	20000	"slope"	-0.216613955
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	20000	"intercept"	0.646518165
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	25000	"slope"	-0.184648855
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	25000	"intercept"	0.614544315
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	30000	"slope"	-0.176153739
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	30000	"intercept"	0.613565375
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	35000	"slope"	-0.25563700195
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	35000	"intercept"	0.675816185
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	40000	"slope"	-0.26702999
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	40000	"intercept"	0.68321642
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	45000	"slope"	-0.26872002
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	45000	"intercept"	0.6832231
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	50000	"slope"	-0.253742255
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	50000	"intercept"	0.6691488
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	55000	"slope"	-0.23884141
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	55000	"intercept"	0.660299845
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	60000	"slope"	-0.26195217
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	60000	"intercept"	0.66179116
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	65000	"slope"	-0.274920455
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	65000	"intercept"	0.683172925
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	70000	"slope"	-0.266091435
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	70000	"intercept"	0.676040625
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	75000	"slope"	-0.27689224
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	75000	"intercept"	0.6843588
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	80000	"slope"	-0.23457892
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	80000	"intercept"	0.66020398
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	85000	"slope"	-0.235800235
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	85000	"intercept"	0.652559665
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	90000	"slope"	-0.25422327
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	90000	"intercept"	0.66722771
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	95000	"slope"	-0.24091427
"0.05"	"0.0"	"0.75"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5329448377333306898"	95000	"intercept"	0.662853525
