"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	10	"slope"	-0.0003404649
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	10	"intercept"	0.500223875
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	5000	"slope"	0.0090620503405
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	5000	"intercept"	0.505514135
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	10000	"slope"	-0.039389537365
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	10000	"intercept"	0.539632895
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	15000	"slope"	-0.0659032716
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	15000	"intercept"	0.550549955
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	20000	"slope"	-0.0462433448
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	20000	"intercept"	0.547113365
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	25000	"slope"	-0.0307151263
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	25000	"intercept"	0.529421365
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	30000	"slope"	-0.035005549425
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	30000	"intercept"	0.5361344
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	35000	"slope"	-0.065004735595
"0.05"	"0.0"	"0.85"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4726580434037730386"	35000	"intercept"	0.553070105
