"alpha"	"delta"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	53000	"intercept"	0.509150905
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	54000	"slope"	0.0161695724385
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	54000	"intercept"	0.500938475
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	55000	"slope"	-8.8651e-05
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	55000	"intercept"	0.5185663
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	56000	"slope"	0.031853354387
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	56000	"intercept"	0.498181685
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	57000	"slope"	-0.000140523690000001
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	57000	"intercept"	0.512543875
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	58000	"slope"	0.01919852813785
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	58000	"intercept"	0.503027575
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	59000	"slope"	-0.0065465758585
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	59000	"intercept"	0.5183406
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	60000	"slope"	-0.00586236292
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	60000	"intercept"	0.52316713
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	61000	"slope"	0.01001998672
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	61000	"intercept"	0.50989074
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	62000	"slope"	0.029485585415
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	62000	"intercept"	0.49979844
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	63000	"slope"	0.018514249805
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	63000	"intercept"	0.51110017
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	64000	"slope"	0.029453179945
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	64000	"intercept"	0.493111845
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	65000	"slope"	0.0086222408385
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	65000	"intercept"	0.507864455
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	66000	"slope"	0.000605666785
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	66000	"intercept"	0.52154543
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	67000	"slope"	0.02020752006
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	67000	"intercept"	0.500176065
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	68000	"slope"	0.003016041245
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	68000	"intercept"	0.51228951
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	69000	"slope"	-0.000415382625
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	69000	"intercept"	0.510520795
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	70000	"slope"	0.0067444782
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	70000	"intercept"	0.511665935
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	71000	"slope"	0.024446137665
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	71000	"intercept"	0.502435485
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	72000	"slope"	0.020098256595
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	72000	"intercept"	0.497203015
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	73000	"slope"	0.04421982441
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	73000	"intercept"	0.48688213
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	74000	"slope"	0.020585491625
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	74000	"intercept"	0.495918395
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	75000	"slope"	0.0494537978
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	75000	"intercept"	0.48768113
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	76000	"slope"	0.06484977334
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	76000	"intercept"	0.474169685
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	77000	"slope"	0.04296206132
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	77000	"intercept"	0.481774905
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	78000	"slope"	0.038197831095
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	78000	"intercept"	0.48635129
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	79000	"slope"	0.0237681437875
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	79000	"intercept"	0.5000084
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	80000	"slope"	0.02356816059
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	80000	"intercept"	0.50350783
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	81000	"slope"	0.05471797313
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	81000	"intercept"	0.48822936
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	82000	"slope"	0.026419772355
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	82000	"intercept"	0.50118017
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	83000	"slope"	0.06610281428
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	83000	"intercept"	0.470539995
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	84000	"slope"	-0.00932882371
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	84000	"intercept"	0.51330101
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	85000	"slope"	-0.01685950796
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	85000	"intercept"	0.5249531
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	86000	"slope"	-0.0049557679235
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	86000	"intercept"	0.52193868
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	87000	"slope"	0.0191283936815
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	87000	"intercept"	0.503241155
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	88000	"slope"	-0.0076348875
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	88000	"intercept"	0.5185141
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	89000	"slope"	-0.005492922015
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	89000	"intercept"	0.5151467
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	90000	"slope"	0.0107411117
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	90000	"intercept"	0.504532085
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	91000	"slope"	0.026555557785
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	91000	"intercept"	0.50049414
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	92000	"slope"	-0.02104529809
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	92000	"intercept"	0.51092341
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	93000	"slope"	0.00640160965
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	93000	"intercept"	0.521794545
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	94000	"slope"	-0.0189404141065
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	94000	"intercept"	0.531486065
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	95000	"slope"	-0.00963703054825
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	95000	"intercept"	0.52443907
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	96000	"slope"	-0.00092014523
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	96000	"intercept"	0.51725446
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	97000	"slope"	-0.013907484
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	97000	"intercept"	0.528205185
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	98000	"slope"	-0.0317380757655
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	98000	"intercept"	0.52336682
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	99000	"slope"	-0.0240856717
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	99000	"intercept"	0.542570235
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	100000	"slope"	-0.037880531765
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3156808299350362274"	100000	"intercept"	0.552826745
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	10	"slope"	-3.623274e-05
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	10	"intercept"	0.49994694
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	1000	"slope"	0.007496015015
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	1000	"intercept"	0.505571735
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	2000	"slope"	0.014272172524
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	2000	"intercept"	0.50534979
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	3000	"slope"	0.001853137055
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	3000	"intercept"	0.51043853
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	4000	"slope"	-0.0045727801575
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	4000	"intercept"	0.52196947
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	5000	"slope"	-0.0126352735485
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	5000	"intercept"	0.523822025
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	6000	"slope"	0.0003575836
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	6000	"intercept"	0.52641174
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	7000	"slope"	0.00036060424
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	7000	"intercept"	0.52050229
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	8000	"slope"	-0.00642365483
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	8000	"intercept"	0.521000575
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	9000	"slope"	-0.00681657193
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	9000	"intercept"	0.51995605
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	10000	"slope"	-0.015410648085
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	10000	"intercept"	0.52533014
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	11000	"slope"	0.0041992478965
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	11000	"intercept"	0.509590835
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	12000	"slope"	-0.003404475411
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	12000	"intercept"	0.520598005
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	13000	"slope"	-0.00036197454
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	13000	"intercept"	0.5256572
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	14000	"slope"	-0.017610669907
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	14000	"intercept"	0.52722915
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	15000	"slope"	-0.0249686741435
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	15000	"intercept"	0.52201148
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	16000	"slope"	-0.0268219969637
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	16000	"intercept"	0.526619155
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	17000	"slope"	-0.02936211493
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	17000	"intercept"	0.539679955
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	18000	"slope"	-0.040922291615
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	18000	"intercept"	0.54371758
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	19000	"slope"	-0.0277705547045
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	19000	"intercept"	0.53252723
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	20000	"slope"	0.002486753425
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	20000	"intercept"	0.511982215
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	21000	"slope"	-0.00011156413
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	21000	"intercept"	0.50825642
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	22000	"slope"	-0.006606108225
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	22000	"intercept"	0.52286551
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	23000	"slope"	-0.00524194895
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	23000	"intercept"	0.51796582
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	24000	"slope"	-0.025333558445
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	24000	"intercept"	0.529265185
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	25000	"slope"	-0.01463152603
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	25000	"intercept"	0.524957375
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	26000	"slope"	-0.00797564038
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	26000	"intercept"	0.530036245
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	27000	"slope"	0.011475602095
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	27000	"intercept"	0.509373405
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	28000	"slope"	0.02831371939
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	28000	"intercept"	0.499755155
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	29000	"slope"	0.0402323899645
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	29000	"intercept"	0.48174831
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	30000	"slope"	0.0623302509
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	30000	"intercept"	0.47403138
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	31000	"slope"	0.072535328065
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	31000	"intercept"	0.468065765
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	32000	"slope"	0.072494824666
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	32000	"intercept"	0.466371685
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	33000	"slope"	0.0580569013925
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	33000	"intercept"	0.48124933
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	34000	"slope"	0.092818137525
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	34000	"intercept"	0.45815774
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	35000	"slope"	0.07443489805
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	35000	"intercept"	0.465006945
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	36000	"slope"	0.06960431375
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	36000	"intercept"	0.47236988
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	37000	"slope"	0.0438653242
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	37000	"intercept"	0.486787535
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	38000	"slope"	0.05941249235
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	38000	"intercept"	0.476906915
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	39000	"slope"	0.0541080142
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	39000	"intercept"	0.4779843
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	40000	"slope"	0.045409443605
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	40000	"intercept"	0.482903305
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	41000	"slope"	0.01000957387
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	41000	"intercept"	0.502590885
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	42000	"slope"	0.011382374255
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	42000	"intercept"	0.49771328
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	43000	"slope"	0.009424312715
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	43000	"intercept"	0.51184347
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	44000	"slope"	-0.014523134485
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	44000	"intercept"	0.52200135
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	45000	"slope"	-0.009289287165
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	45000	"intercept"	0.52349323
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	46000	"slope"	-0.02202415136
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	46000	"intercept"	0.53402071
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	47000	"slope"	-0.03410767178
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	47000	"intercept"	0.53386183
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	48000	"slope"	-0.051292322775
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	48000	"intercept"	0.546214915
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	49000	"slope"	-0.0653838285
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	49000	"intercept"	0.561272245
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	50000	"slope"	-0.065542499325
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	50000	"intercept"	0.564108295
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	51000	"slope"	-0.0739146444
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	51000	"intercept"	0.574634485
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	52000	"slope"	-0.054971202145
"0.05"	"0.4"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"3766670889831962060"	52000	"intercept"	0.55224079
