"alpha"	"delta"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	63000	"intercept"	0.48830543
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	64000	"slope"	0.0353105029815
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	64000	"intercept"	0.461507825
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	65000	"slope"	0.02089868338
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	65000	"intercept"	0.49903824
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	66000	"slope"	0.030429811225
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	66000	"intercept"	0.480388325
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	67000	"slope"	0.02382508185
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	67000	"intercept"	0.474222065
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	68000	"slope"	-0.001968561725
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	68000	"intercept"	0.476692565
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	69000	"slope"	-0.002504311385
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	69000	"intercept"	0.482621725
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	70000	"slope"	0.017709662548
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	70000	"intercept"	0.510032315
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	71000	"slope"	-0.018434937369
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	71000	"intercept"	0.5189134
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	72000	"slope"	-0.02645841988
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	72000	"intercept"	0.499679955
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	73000	"slope"	-0.0186600444
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	73000	"intercept"	0.5029637
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	74000	"slope"	-0.03485751841
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	74000	"intercept"	0.521206635
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	75000	"slope"	-0.047752664
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	75000	"intercept"	0.541569855
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	76000	"slope"	-0.04996585438
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	76000	"intercept"	0.53340847
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	77000	"slope"	-0.04345906956
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	77000	"intercept"	0.5351208
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	78000	"slope"	-0.0279835562
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	78000	"intercept"	0.52557731
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	79000	"slope"	-0.0358179291
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	79000	"intercept"	0.527925145
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	80000	"slope"	-0.03408215433
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	80000	"intercept"	0.52887541
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	81000	"slope"	-0.04721397805
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	81000	"intercept"	0.520818425
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	82000	"slope"	-0.05204734579
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	82000	"intercept"	0.53480853
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	83000	"slope"	-0.05371886811
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	83000	"intercept"	0.537532105
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	84000	"slope"	-0.061079243745
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	84000	"intercept"	0.53794487
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	85000	"slope"	-0.06652021831
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	85000	"intercept"	0.55129339
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	86000	"slope"	-0.05207867365
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	86000	"intercept"	0.52686645
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	87000	"slope"	-0.052861810225
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	87000	"intercept"	0.53948559
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	88000	"slope"	-0.0541916449
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	88000	"intercept"	0.537102305
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	89000	"slope"	-0.015676966745
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	89000	"intercept"	0.50257203
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	90000	"slope"	0.0151319271
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	90000	"intercept"	0.487997865
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	91000	"slope"	0.012176117145
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	91000	"intercept"	0.494296385
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	92000	"slope"	0.024194146465
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	92000	"intercept"	0.471395025
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	93000	"slope"	0.02956256172
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	93000	"intercept"	0.475424395
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	94000	"slope"	0.0345943049
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	94000	"intercept"	0.477397495
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	95000	"slope"	0.035499144105
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	95000	"intercept"	0.462702825
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	96000	"slope"	0.03205010286
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	96000	"intercept"	0.483175925
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	97000	"slope"	0.0178578230815
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	97000	"intercept"	0.50673892
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	98000	"slope"	0.012706268337
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	98000	"intercept"	0.502263645
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	99000	"slope"	0.02123803411
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	99000	"intercept"	0.49053549
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	100000	"slope"	0.021225965726
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"5633300093325744039"	100000	"intercept"	0.488078715
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	10	"slope"	-6.10451e-05
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	10	"intercept"	0.499694625
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	1000	"slope"	6.72726549999999e-05
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	1000	"intercept"	0.50265696
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	2000	"slope"	0.001141283375
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	2000	"intercept"	0.50149721
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	3000	"slope"	0.0108974057
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	3000	"intercept"	0.49093412
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	4000	"slope"	-0.00251463965
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	4000	"intercept"	0.505807165
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	5000	"slope"	-0.003914011505
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	5000	"intercept"	0.508198905
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	6000	"slope"	-0.014745555305
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	6000	"intercept"	0.51694847
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	7000	"slope"	-0.004182652365
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	7000	"intercept"	0.4978081
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	8000	"slope"	0.00221028111
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	8000	"intercept"	0.49210468
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	9000	"slope"	0.00561984863
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	9000	"intercept"	0.498370395
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	10000	"slope"	0.013040359785
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	10000	"intercept"	0.494817425
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	11000	"slope"	0.01407385335
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	11000	"intercept"	0.498633455
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	12000	"slope"	0.01208694194
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	12000	"intercept"	0.487526925
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	13000	"slope"	0.01836357527
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	13000	"intercept"	0.488505495
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	14000	"slope"	-0.010286128345
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	14000	"intercept"	0.51118169
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	15000	"slope"	-0.023088063845
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	15000	"intercept"	0.50802012
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	16000	"slope"	0.008648049405
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	16000	"intercept"	0.493779885
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	17000	"slope"	-0.00261784972
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	17000	"intercept"	0.496799875
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	18000	"slope"	0.02374371238
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	18000	"intercept"	0.49356604
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	19000	"slope"	0.020475362255
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	19000	"intercept"	0.49130514
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	20000	"slope"	0.022189529645
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	20000	"intercept"	0.47525607
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	21000	"slope"	0.04785836626
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	21000	"intercept"	0.47376208
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	22000	"slope"	0.008746371114
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	22000	"intercept"	0.506261185
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	23000	"slope"	0.00305384814
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	23000	"intercept"	0.491621765
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	24000	"slope"	-0.00664968675
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	24000	"intercept"	0.500437585
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	25000	"slope"	-0.0127508628915
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	25000	"intercept"	0.516990345
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	26000	"slope"	-0.015948644326
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	26000	"intercept"	0.517587505
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	27000	"slope"	-0.03979685951
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	27000	"intercept"	0.51745761
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	28000	"slope"	-0.05347592465
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	28000	"intercept"	0.53031649
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	29000	"slope"	-0.022241782095
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	29000	"intercept"	0.528706835
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	30000	"slope"	-0.03455896415
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	30000	"intercept"	0.52359938
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	31000	"slope"	-0.05180618695
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	31000	"intercept"	0.525683545
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	32000	"slope"	-0.04671387255
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	32000	"intercept"	0.521454925
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	33000	"slope"	-0.03636674115
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	33000	"intercept"	0.526264295
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	34000	"slope"	-0.03519208058
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	34000	"intercept"	0.518194455
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	35000	"slope"	-0.0122266535
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	35000	"intercept"	0.501159495
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	36000	"slope"	0.04910816348
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	36000	"intercept"	0.46219752
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	37000	"slope"	0.036302542
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	37000	"intercept"	0.463808405
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	38000	"slope"	0.0721496827
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	38000	"intercept"	0.45638487
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	39000	"slope"	0.08084570225
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	39000	"intercept"	0.46320038
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	40000	"slope"	0.063963431485
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	40000	"intercept"	0.455219765
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	41000	"slope"	0.0639681699
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	41000	"intercept"	0.46247882
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	42000	"slope"	0.08047966635
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	42000	"intercept"	0.448907895
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	43000	"slope"	0.0694721053
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	43000	"intercept"	0.45209216
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	44000	"slope"	0.0649096753
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	44000	"intercept"	0.458946005
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	45000	"slope"	0.0691250507
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	45000	"intercept"	0.451308165
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	46000	"slope"	0.078393071115
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	46000	"intercept"	0.455560015
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	47000	"slope"	0.0717246183285
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	47000	"intercept"	0.45125468
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	48000	"slope"	0.08709559595
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	48000	"intercept"	0.4479247
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	49000	"slope"	0.088815562915
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	49000	"intercept"	0.448881565
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	50000	"slope"	0.07595542461
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	50000	"intercept"	0.441707075
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	51000	"slope"	0.08148465213
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	51000	"intercept"	0.440875925
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	52000	"slope"	0.09046637094
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	52000	"intercept"	0.447463195
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	53000	"slope"	0.08143255275
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	53000	"intercept"	0.44240118
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	54000	"slope"	0.08791581545
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	54000	"intercept"	0.42590673
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	55000	"slope"	0.0991940349
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	55000	"intercept"	0.44058841
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	56000	"slope"	0.07575200795
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	56000	"intercept"	0.452023785
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	57000	"slope"	0.070348735835
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	57000	"intercept"	0.440447315
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	58000	"slope"	0.075941125905
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	58000	"intercept"	0.434693605
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	59000	"slope"	0.07305768575
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	59000	"intercept"	0.446939185
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	60000	"slope"	0.0956836919205
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	60000	"intercept"	0.457656195
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	61000	"slope"	0.06863452845
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	61000	"intercept"	0.438411475
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	62000	"slope"	0.075609088845
"0.0"	"0.6"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"8051531176504045949"	62000	"intercept"	0.43825277
