"alpha"	"delta"	"mig"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"means"
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	10	"slope"	-4.01977e-05
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	10	"intercept"	0.499856045
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	5000	"slope"	0.01263533821
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	5000	"intercept"	0.49158434
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	10000	"slope"	0.0124853531
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	10000	"intercept"	0.48880399
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	15000	"slope"	-0.034854222045
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	15000	"intercept"	0.513371725
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	20000	"slope"	-0.01016931992
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	20000	"intercept"	0.50132513
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	25000	"slope"	0.026006713205
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	25000	"intercept"	0.48198858
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	30000	"slope"	0.00829577372
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	30000	"intercept"	0.49474204
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	35000	"slope"	0.01108991572
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	35000	"intercept"	0.49193942
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	40000	"slope"	-0.10374852725
"0.0"	"0.0"	"0.9"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"1126309638319669075"	40000	"intercept"	0.558009705
