"selfingrate"	"delta"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"Individual"	"Param_value"
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind10"	0.00541804
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind11"	0.00867702
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind12"	0.0156858
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind13"	0.151185
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind14"	0.0328169
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind15"	0.122945
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind16"	-0.0142168
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind17"	0.0842116
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind18"	-0.0203647
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind19"	0.126163
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"slope"	"Ind20"	0.0279272
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind1"	0.32573
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind2"	0.49474
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind3"	0.342727
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind4"	0.621445
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind5"	0.53656
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind6"	0.552343
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind7"	0.3142
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind8"	0.606734
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind9"	0.410248
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind10"	0.426611
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind11"	0.489695
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind12"	0.422887
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind13"	0.560663
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind14"	0.486907
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind15"	0.62245
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind16"	0.334292
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind17"	0.595959
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind18"	0.386826
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind19"	0.543255
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	75000	"intercept"	"Ind20"	0.483238
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind1"	0.0218554
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind2"	-0.0202467
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind3"	0.0678117
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind4"	-0.00530422
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind5"	0.0206785
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind6"	0.0613111
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind7"	0.0181471
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind8"	0.0595551
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind9"	0.030735
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind10"	0.0260557
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind11"	0.0348458
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind12"	-0.0107796
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind13"	-0.0468284
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind14"	0.134529
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind15"	-0.0424127
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind16"	0.0743839
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind17"	-0.046793
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind18"	0.0770224
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind19"	0.0983968
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"slope"	"Ind20"	-0.00547408
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind1"	0.390398
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind2"	0.252161
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind3"	0.581462
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind4"	0.413193
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind5"	0.449945
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind6"	0.441764
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind7"	0.459109
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind8"	0.444235
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind9"	0.431352
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind10"	0.509158
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind11"	0.482616
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind12"	0.487752
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind13"	0.290911
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind14"	0.640438
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind15"	0.271971
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind16"	0.419679
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind17"	0.30369
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind18"	0.656418
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind19"	0.608737
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	80000	"intercept"	"Ind20"	0.41407
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind1"	0.0418808
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind2"	0.0756518
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind3"	0.0870086
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind4"	0.0713432
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind5"	0.0637313
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind6"	0.0871126
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind7"	0.0828947
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind8"	0.103391
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind9"	0.0812998
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind10"	0.0342267
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind11"	0.104776
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind12"	0.100763
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind13"	0.0525039
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind14"	0.106343
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind15"	0.0885318
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind16"	0.0405495
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind17"	0.0660553
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind18"	-0.0143483
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind19"	0.0202471
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"slope"	"Ind20"	0.0205283
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind1"	0.441131
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind2"	0.508151
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind3"	0.450587
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind4"	0.460314
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind5"	0.415879
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind6"	0.448821
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind7"	0.446732
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind8"	0.507994
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind9"	0.590487
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind10"	0.472559
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind11"	0.507136
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind12"	0.435464
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind13"	0.399725
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind14"	0.653996
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind15"	0.584332
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind16"	0.475133
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind17"	0.475833
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind18"	0.417103
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind19"	0.481138
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	85000	"intercept"	"Ind20"	0.397015
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind1"	0.0773134
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind2"	0.0786832
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind3"	-0.0326961
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind4"	0.0755108
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind5"	0.0903126
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind6"	0.0547226
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind7"	0.0822941
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind8"	0.00998665
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind9"	0.0761597
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind10"	-0.0462911
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind11"	0.0237878
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind12"	0.0538876
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind13"	0.0375608
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind14"	0.0654881
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind15"	0.0688512
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind16"	0.106387
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind17"	0.000801699
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind18"	0.00921948
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind19"	0.0667718
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"slope"	"Ind20"	0.0568585
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind1"	0.495916
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind2"	0.421483
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind3"	0.325595
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind4"	0.445817
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind5"	0.454179
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind6"	0.379571
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind7"	0.451247
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind8"	0.384857
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind9"	0.517136
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind10"	0.444129
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind11"	0.480175
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind12"	0.495375
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind13"	0.395216
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind14"	0.521886
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind15"	0.45755
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind16"	0.538317
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind17"	0.392569
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind18"	0.401114
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind19"	0.588892
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	90000	"intercept"	"Ind20"	0.477857
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind1"	-0.0701277
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind2"	0.0389563
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind3"	0.0878237
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind4"	-0.0239699
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind5"	0.0993426
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind6"	0.0565877
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind7"	0.0864171
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind8"	0.0774213
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind9"	0.0457527
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind10"	0.0269338
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind11"	0.129125
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind12"	-0.018503
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind13"	0.104909
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind14"	0.0663543
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind15"	0.153298
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind16"	0.095394
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind17"	0.0453467
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind18"	-0.0261396
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind19"	0.0292653
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"slope"	"Ind20"	0.106328
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind1"	0.373797
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind2"	0.406224
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind3"	0.498323
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind4"	0.443268
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind5"	0.500566
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind6"	0.432527
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind7"	0.369865
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind8"	0.487212
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind9"	0.455641
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind10"	0.397016
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind11"	0.373875
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind12"	0.428254
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind13"	0.448723
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"6480419643342956691"	95000	"intercept"	"Ind14"	0.477983
