"selfingrate"	"delta"	"cost"	"mu"	"sigma"	"gen"	"popsize"	"nsampled"	"seed"	"generation"	"param"	"Haplotype"	"Param_value"
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	10	"intercept"	"Hapl17"	0.5
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	10	"intercept"	"Hapl18"	0.5
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	10	"intercept"	"Hapl19"	0.5
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	10	"intercept"	"Hapl20"	0.5
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl1"	0.0306445
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl2"	0.118258
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl3"	-0.0405759
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl4"	0.0497954
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl5"	-0.00404506
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl6"	0.0475372
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl7"	0.0285251
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl8"	0.0318972
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl9"	-0.0405759
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl10"	-0.00193046
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl11"	0.126274
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl12"	0.084292
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl13"	0.0476276
"0.0"	"0.2"	"0.01"	"0.005"	"0.01"	"100000"	"10000"	"200"	"4081274497320169913"	5000	"slope"	"Hapl14"	0.0378195
